gemeente,gemeente_id,bureau_label,bureau_zip,total_counted,cast,votes_ongeldig,votes_blanco,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS,Ons Water,West-Brabant Waterbreed,AWP niet politiek wel deskundig,Werken aan Water,Ouderen Appèl - Hart voor Water,"Groen, Water & Land",Natuurlijk BBW,Lokaal Waterbeheer,Verenigde Senioren Partij,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),Blanco lijst Gerritsen,Waterschapspartij PUUR.,Gemeentebelangen Drenthe~Overijssel,FNP,Lagere Lasten Burger,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Lokaal Limburg,Waterbelang Maastricht,Waterschap@inwonersbelangen,"AWP niet politiek, wel deskundig",Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,AWP Niet Politiek Wel Deskundig,Waterschapspartij Hollandse Delta,Hollandse Delta Natuurlijk,OUDERENPARTIJ,,Trots op Nederland (TROTS),Blanco lijst Capelle,SGP-ChristenUnie,Ons-Platteland,De Groenen,Socialistische Waterschapsvereniging,Forum Duurzaam Effectief Waterschap,De Republikeinse Politieke Partij,QUEER,Vrienden van de Berkel,Vereniging Dorpshuizen en Kleine Kernen,Betaalbaar Water,"Water, Wonen en Natuur",ChristenUnie/SGP,Werk aan Water Flevoland,OPA,votes_ongeldig_percentage,total_counted_percentage,"AWPenLRR niet politiek, wel lokaal_percentage",Partij van de Arbeid (P.v.d.A.)_percentage,CDA_percentage,votes_blanco_percentage,Partij voor de Dieren_percentage,ChristenUnie_percentage,cast_percentage,VVD_percentage,Staatkundig Gereformeerde Partij (SGP)_percentage,Water Natuurlijk_percentage,50PLUS_percentage,AWP niet politiek wel deskundig_percentage,Ons Water_percentage,West-Brabant Waterbreed_percentage,Werken aan Water_percentage,Ouderen Appèl - Hart voor Water_percentage,"Groen, Water & Land_percentage",Natuurlijk BBW_percentage,Verenigde Senioren Partij_percentage,Lokaal Waterbeheer_percentage,Partij Sociaal Cultureel Centrum (PSCC)_percentage,ChristenUnie-SGP_percentage,Integer Liberaal_percentage,Blanco lijst Gerritsen_percentage,Waterschapspartij PUUR._percentage,Gemeentebelangen Drenthe~Overijssel_percentage,FNP_percentage,Lagere Lasten Burger_percentage,Waterbelang Horst-Helden-Beesel_percentage,Waterbelang Maastricht_percentage,Waterbelang Parkstad_percentage,Waterbelang Venlo_percentage,Lokaal Limburg_percentage,Waterbelang Westelijke Mijnstreek_percentage,Waterbelang Midden-Limburg_percentage,Waterbelang Heuvelland_percentage,Waterbelang Land van Weert + Leudal_percentage,Waterbelang Venray en Maasduinen_percentage,Waterschap@inwonersbelangen_percentage,"AWP niet politiek, wel deskundig_percentage",AWP Niet Politiek Wel Deskundig_percentage,Partij voor Zeeland_percentage,Waterschapspartij Zeeuws-Vlaanderen_percentage,Waterschapspartij Hollandse Delta_percentage,Hollandse Delta Natuurlijk_percentage,OUDERENPARTIJ_percentage,None_percentage,Trots op Nederland (TROTS)_percentage,Blanco lijst Capelle_percentage,Ons-Platteland_percentage,SGP-ChristenUnie_percentage,QUEER_percentage,De Republikeinse Politieke Partij_percentage,Forum Duurzaam Effectief Waterschap_percentage,Socialistische Waterschapsvereniging_percentage,De Groenen_percentage,Vrienden van de Berkel_percentage,Vereniging Dorpshuizen en Kleine Kernen_percentage,Betaalbaar Water_percentage,"Water, Wonen en Natuur_percentage",Werk aan Water Flevoland_percentage,OPA_percentage,ChristenUnie/SGP_percentage
Nijmegen,0268,Stembureau Universiteitsrestaurant De Refter,6525 HT,1348,208,2,84,154,47,404,210,104,13,344,62,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001483679525222552,1.0,0.034866468842729974,0.15578635014836795,0.1142433234421365,0.06231454005934718,0.2551928783382789,0.04599406528189911,0.1543026706231454,0.0771513353115727,0.009643916913946587,0.2997032640949555,0.00741839762611276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau VC Nijmegen,6531 TH,1265,1729,2,24,119,64,355,256,129,4,245,36,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015810276679841897,1.0,0.05059288537549407,0.20237154150197628,0.09407114624505929,0.018972332015810278,0.19367588932806323,0.028458498023715414,1.3667984189723321,0.10197628458498023,0.0031620553359683794,0.28063241106719367,0.045059288537549404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Voormalig Montessori College Verbaas Jezelf,6522 CH,590,1398,1,9,44,32,195,110,61,0,102,9,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001694915254237288,1.0,0.05423728813559322,0.1864406779661017,0.07457627118644068,0.015254237288135594,0.17288135593220338,0.015254237288135594,2.369491525423729,0.10338983050847457,,0.3305084745762712,0.06271186440677966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Voorzieningenhart 't Hert,6531 CS,1144,2168,5,66,72,51,260,265,104,8,269,23,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004370629370629371,1.0,0.044580419580419584,0.23164335664335664,0.06293706293706294,0.057692307692307696,0.23513986013986013,0.020104895104895104,1.8951048951048952,0.09090909090909091,0.006993006993006993,0.22727272727272727,0.08041958041958042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Voorzieningenhart De Ster,6663 HA,1084,1555,3,28,98,50,298,243,124,4,196,33,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027675276752767526,1.0,0.046125461254612546,0.22416974169741696,0.09040590405904059,0.025830258302583026,0.18081180811808117,0.03044280442804428,1.4345018450184501,0.11439114391143912,0.0036900369003690036,0.27490774907749077,0.03505535055350553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum Burghardt,6512 DR,1187,1197,4,74,101,54,333,215,120,8,308,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003369839932603201,1.0,0.04549283909014322,0.18112889637742208,0.08508845829823083,0.062342038753159225,0.2594776748104465,0.02527379949452401,1.008424599831508,0.10109519797809605,0.006739679865206402,0.2805391743892165,0.015164279696714406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum Daalsehof,6521 GT,1136,1497,9,54,75,49,360,212,104,6,273,29,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007922535211267605,1.0,0.043133802816901406,0.18661971830985916,0.06602112676056338,0.04753521126760563,0.24031690140845072,0.025528169014084508,1.317781690140845,0.09154929577464789,0.00528169014084507,0.31690140845070425,0.02464788732394366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum De Brack,6546 XS,891,1454,4,29,78,63,163,179,93,5,147,18,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004489337822671156,1.0,0.0707070707070707,0.20089786756453423,0.08754208754208755,0.03254769921436588,0.16498316498316498,0.020202020202020204,1.631874298540965,0.10437710437710437,0.005611672278338945,0.1829405162738496,0.1627384960718294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum De Klokketoren,6532 AD,767,1259,3,24,56,42,201,137,51,2,210,14,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003911342894393742,1.0,0.054758800521512385,0.17861799217731422,0.07301173402868318,0.03129074315514994,0.2737940026075619,0.018252933507170794,1.6414602346805736,0.06649282920469361,0.002607561929595828,0.2620599739243807,0.07040417209908735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum De Schakel,6533 MA,983,2011,7,37,104,43,209,181,73,11,172,24,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007121057985757884,1.0,0.04374364191251272,0.18413021363173956,0.10579857578840285,0.03763987792472025,0.17497456765005087,0.024415055951169887,2.0457782299084437,0.07426246185147507,0.011190233977619531,0.2126144455747711,0.1688708036622584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum De Schalmei,6544 TN,948,2417,7,42,73,45,180,222,66,6,171,28,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007383966244725738,1.0,0.04746835443037975,0.23417721518987342,0.0770042194092827,0.04430379746835443,0.18037974683544303,0.029535864978902954,2.54957805907173,0.06962025316455696,0.006329113924050633,0.189873417721519,0.16561181434599156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum De Turf,6538 DH,713,1951,2,13,93,31,139,136,36,12,97,18,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002805049088359046,1.0,0.043478260869565216,0.19074333800841514,0.13043478260869565,0.0182328190743338,0.13604488078541374,0.025245441795231416,2.7363253856942498,0.05049088359046283,0.016830294530154277,0.1949509116409537,0.211781206171108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum Dukenburg,6537 EP,715,1788,6,24,76,39,137,158,56,6,119,25,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008391608391608392,1.0,0.05454545454545454,0.22097902097902097,0.1062937062937063,0.033566433566433566,0.16643356643356644,0.03496503496503497,2.5006993006993006,0.07832167832167833,0.008391608391608392,0.1916083916083916,0.13846153846153847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum Hatert,6535 RZ,1129,2948,7,36,100,18,243,239,61,17,222,47,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006200177147918512,1.0,0.015943312666076175,0.21169176262178918,0.08857395925597875,0.03188662533215235,0.1966341895482728,0.04162976085031001,2.6111603188662533,0.054030115146147036,0.015057573073516387,0.21523472099202834,0.1612046058458813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum Heseweide,6543 NA,677,1306,4,39,49,30,141,145,59,4,157,15,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005908419497784343,1.0,0.04431314623338257,0.21418020679468242,0.0723781388478582,0.05760709010339734,0.23190546528803546,0.022156573116691284,1.9290989660265878,0.08714918759231906,0.005908419497784343,0.20827178729689808,0.1137370753323486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum Titus Brandsma,6542 VJ,1468,1807,10,51,133,64,364,282,116,10,351,36,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006811989100817439,1.0,0.043596730245231606,0.19209809264305178,0.09059945504087194,0.03474114441416894,0.2391008174386921,0.02452316076294278,1.2309264305177112,0.07901907356948229,0.006811989100817439,0.24795640326975477,0.07629427792915532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wijkcentrum Villanova,6542 JP,926,2036,3,36,67,40,211,205,77,4,209,30,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032397408207343412,1.0,0.04319654427645788,0.22138228941684665,0.07235421166306695,0.038876889848812095,0.22570194384449244,0.032397408207343416,2.198704103671706,0.08315334773218143,0.004319654427645789,0.22786177105831534,0.08963282937365011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Wooncomplex Insulinde,6542 RT,605,2183,2,21,68,29,140,115,68,6,102,6,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003305785123966942,1.0,0.047933884297520664,0.19008264462809918,0.11239669421487604,0.03471074380165289,0.16859504132231404,0.009917355371900827,3.608264462809917,0.11239669421487604,0.009917355371900827,0.23140495867768596,0.11735537190082644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Woonzorgcentrum Boszicht,6525 TJ,743,1421,0,14,76,59,158,155,75,5,130,15,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.07940780619111709,0.20861372812920592,0.10228802153432032,0.018842530282637954,0.17496635262449528,0.020188425302826378,1.9125168236877523,0.1009421265141319,0.006729475100942127,0.2126514131897712,0.09421265141318977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Woonzorgcentrum De Honinghoeve,6544 RA,561,2012,2,18,64,26,118,115,43,4,88,16,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035650623885918,1.0,0.04634581105169341,0.20499108734402852,0.1140819964349376,0.03208556149732621,0.1568627450980392,0.0285204991087344,3.586452762923351,0.0766488413547237,0.0071301247771836,0.2103386809269162,0.15508021390374332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nijmegen,0268,Stembureau Zorgcentrum Huize Rosa,6543 JG,785,1908,7,30,115,37,152,153,92,4,131,43,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008917197452229299,1.0,0.04713375796178344,0.19490445859872613,0.1464968152866242,0.03821656050955414,0.16687898089171974,0.05477707006369427,2.430573248407643,0.11719745222929936,0.005095541401273885,0.19363057324840766,0.07388535031847134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Ons Dorpshuis, Paterswolde",9765 AP,492,798,0,9,38,,245,52,61,,,21,25,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.10569105691056911,0.07723577235772358,0.018292682926829267,,0.042682926829268296,1.6219512195121952,0.12398373983739837,,0.49796747967479676,0.0508130081300813,0.1016260162601626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau De Notenkraker, Eelde",9765 AC,265,537,2,7,20,,108,40,44,,,6,13,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007547169811320755,1.0,,0.1509433962264151,0.07547169811320754,0.026415094339622643,,0.022641509433962263,2.026415094339623,0.1660377358490566,,0.4075471698113208,0.04905660377358491,0.12830188679245283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Verzorgingshuis Symphonie, Eelde",9761 GR,17,10,0,0,2,,9,0,5,,,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.11764705882352941,,,,0.5882352941176471,0.29411764705882354,,0.5294117647058824,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau MFA Yders Hoes, Yde",9494 RB,499,823,2,10,30,,184,68,104,,,21,46,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004008016032064128,1.0,,0.13627254509018036,0.06012024048096192,0.02004008016032064,,0.04208416833667335,1.6492985971943888,0.20841683366733466,,0.3687374749498998,0.09218436873747494,0.09218436873747494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau OBS het Oelebred, Tynaarlo",9482 PP,853,1447,3,13,56,,278,137,184,,,57,56,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035169988276670576,1.0,,0.16060961313012895,0.06565064478311841,0.015240328253223915,,0.0668229777256741,1.6963657678780775,0.21570926143024619,,0.32590855803048063,0.06565064478311841,0.09964830011723329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Dorpshuis Oudemolen, Oudemolen",9484 TA,314,460,0,2,17,,126,42,72,,,20,15,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.1337579617834395,0.054140127388535034,0.006369426751592357,,0.06369426751592357,1.464968152866242,0.22929936305732485,,0.4012738853503185,0.04777070063694268,0.07006369426751592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Dorpshuis Klein Kruierij, De Groeve",9473 TL,211,376,0,1,17,,75,25,34,,,12,28,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.11848341232227488,0.08056872037914692,0.004739336492890996,,0.05687203791469194,1.7819905213270142,0.16113744075829384,,0.35545023696682465,0.13270142180094788,0.0947867298578199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau CBS De Tol, Zuidlaren",9472 WH,852,1475,5,10,81,,322,172,96,,,85,51,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005868544600938967,1.0,,0.20187793427230047,0.09507042253521127,0.011737089201877934,,0.09976525821596244,1.7312206572769953,0.11267605633802817,,0.3779342723004695,0.05985915492957746,0.0528169014084507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Brasserie 't Hof van Zuidlaren, Zuidlaren",9471 AR,700,1247,0,11,97,,196,121,106,,,68,65,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.17285714285714285,0.13857142857142857,0.015714285714285715,,0.09714285714285714,1.7814285714285714,0.15142857142857144,,0.28,0.09285714285714286,0.06714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Sporthal De Zwet, Zuidlaren",9472 RN,896,1302,4,15,92,,334,181,102,,,77,56,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004464285714285714,1.0,,0.20200892857142858,0.10267857142857142,0.016741071428571428,,0.0859375,1.453125,0.11383928571428571,,0.37276785714285715,0.0625,0.060267857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau GKv Kandelaarskerk, Zuidlaren",9471 PR,777,1332,1,8,117,,226,133,55,,,165,35,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001287001287001287,1.0,,0.17117117117117117,0.15057915057915058,0.010296010296010296,,0.21235521235521235,1.7142857142857142,0.07078507078507079,,0.2908622908622909,0.04504504504504504,0.059202059202059204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Mozaiek Woonzorgcentrum, Zuidlaren",9471 JD,840,1468,6,17,121,,268,142,107,,,91,47,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007142857142857143,1.0,,0.16904761904761906,0.14404761904761904,0.02023809523809524,,0.10833333333333334,1.7476190476190476,0.12738095238095237,,0.319047619047619,0.055952380952380955,0.0761904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Waterpark De Bloemert, Mildaren",9475 TG,183,277,0,1,6,,79,32,32,,,16,6,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.17486338797814208,0.03278688524590164,0.00546448087431694,,0.08743169398907104,1.5136612021857923,0.17486338797814208,,0.43169398907103823,0.03278688524590164,0.06557377049180328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Dorpshuis De Zaandorre, Zuidlaarderveen",9474 PD,153,248,0,4,14,,52,23,34,,,10,6,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.1503267973856209,0.0915032679738562,0.026143790849673203,,0.06535947712418301,1.6209150326797386,0.2222222222222222,,0.33986928104575165,0.0392156862745098,0.0915032679738562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau Openbare Bibliotheek, Eelde",9761 BA,687,1150,11,7,40,,257,187,63,,,32,50,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01601164483260553,1.0,,0.27219796215429404,0.05822416302765648,0.010189228529839884,,0.046579330422125184,1.6739446870451238,0.09170305676855896,,0.37409024745269287,0.07278020378457059,0.08442503639010189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynaarlo,1730,"Stembureau De Synagoge, Zuidlaren",9471 KJ,840,1361,2,5,102,,250,149,155,,,78,63,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002380952380952381,1.0,,0.1773809523809524,0.12142857142857143,0.005952380952380952,,0.09285714285714286,1.6202380952380953,0.18452380952380953,,0.2976190476190476,0.075,0.05119047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epe,0232,Stembureau Gemeentehuis,8161 EE,1180,1304,13,19,181,,152,152,246,47,,93,97,,,85,,,,,118,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011016949152542373,1.0,,0.1288135593220339,0.15338983050847457,0.016101694915254237,,0.0788135593220339,1.1050847457627118,0.20847457627118643,0.03983050847457627,0.1288135593220339,0.08220338983050847,0.07203389830508475,,,,,,,0.007627118644067797,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epe,0232,Stembureau Stembureau Europalaan,8161 ZA,720,1330,7,9,101,,92,132,99,18,,60,74,,,52,,,,,84,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009722222222222222,1.0,,0.18333333333333332,0.14027777777777778,0.0125,,0.08333333333333333,1.8472222222222223,0.1375,0.025,0.12777777777777777,0.10277777777777777,0.07222222222222222,,,,,,,0.011111111111111112,0.11666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epe,0232,Stembureau Openbare Basisschool Zuuk,8161 RJ,468,842,1,10,75,,48,36,81,52,,57,47,,,22,,,,,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002136752136752137,1.0,,0.07692307692307693,0.16025641025641027,0.021367521367521368,,0.12179487179487179,1.7991452991452992,0.17307692307692307,0.1111111111111111,0.10256410256410256,0.10042735042735043,0.04700854700854701,,,,,,,0.002136752136752137,0.1047008547008547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epe,0232,Stembureau Zorgcentrum De Klaarbeek,8162 WW,743,1781,1,15,106,,89,138,55,20,,100,78,,,56,,,,,93,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013458950201884253,1.0,,0.1857335127860027,0.1426648721399731,0.020188425302826378,,0.13458950201884254,2.3970390309555856,0.0740242261103634,0.026917900403768506,0.11978465679676985,0.10497981157469717,0.07537012113055182,,,,,,,0.010767160161507403,0.12516823687752354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epe,0232,Stembureau Zorgcentrum De Boskamp,8162 DS,767,1375,6,7,121,,115,81,151,33,,108,37,,,50,,,,,68,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007822685788787484,1.0,,0.10560625814863103,0.1577574967405476,0.009126466753585397,,0.1408083441981747,1.7926988265971318,0.196870925684485,0.04302477183833116,0.14993481095176012,0.048239895697522815,0.0651890482398957,,,,,,,0.003911342894393742,0.08865710560625815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epe,0232,Stembureau Het Slath Siza Dorp Groep,8161 NW,836,1587,3,20,120,,104,101,179,32,,72,81,,,40,,,,,103,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035885167464114833,1.0,,0.12081339712918661,0.14354066985645933,0.023923444976076555,,0.0861244019138756,1.8983253588516746,0.21411483253588517,0.03827751196172249,0.12440191387559808,0.09688995215311005,0.04784688995215311,,,,,,,0.004784688995215311,0.12320574162679426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epe,0232,Stembureau VvE Eper Veste,8161 AG,820,1365,3,5,110,,112,106,225,14,,52,63,,,72,,,,,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003658536585365854,1.0,,0.12926829268292683,0.13414634146341464,0.006097560975609756,,0.06341463414634146,1.6646341463414633,0.27439024390243905,0.01707317073170732,0.13658536585365855,0.07682926829268293,0.08780487804878048,,,,,,,0.0012195121951219512,0.07926829268292683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
