gemeente,gemeente_id,bureau_label,bureau_zip,total_counted,cast,votes_ongeldig,votes_blanco,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS,Ons Water,West-Brabant Waterbreed,AWP niet politiek wel deskundig,Werken aan Water,Ouderen Appèl - Hart voor Water,"Groen, Water & Land",Natuurlijk BBW,Lokaal Waterbeheer,Verenigde Senioren Partij,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),Blanco lijst Gerritsen,Waterschapspartij PUUR.,Gemeentebelangen Drenthe~Overijssel,FNP,Lagere Lasten Burger,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Lokaal Limburg,Waterbelang Maastricht,Waterschap@inwonersbelangen,"AWP niet politiek, wel deskundig",Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,AWP Niet Politiek Wel Deskundig,Waterschapspartij Hollandse Delta,Hollandse Delta Natuurlijk,OUDERENPARTIJ,,Trots op Nederland (TROTS),Blanco lijst Capelle,SGP-ChristenUnie,Ons-Platteland,De Groenen,Socialistische Waterschapsvereniging,Forum Duurzaam Effectief Waterschap,De Republikeinse Politieke Partij,QUEER,Vrienden van de Berkel,Vereniging Dorpshuizen en Kleine Kernen,Betaalbaar Water,"Water, Wonen en Natuur",ChristenUnie/SGP,Werk aan Water Flevoland,OPA,votes_ongeldig_percentage,total_counted_percentage,"AWPenLRR niet politiek, wel lokaal_percentage",Partij van de Arbeid (P.v.d.A.)_percentage,CDA_percentage,votes_blanco_percentage,Partij voor de Dieren_percentage,ChristenUnie_percentage,cast_percentage,VVD_percentage,Staatkundig Gereformeerde Partij (SGP)_percentage,Water Natuurlijk_percentage,50PLUS_percentage,AWP niet politiek wel deskundig_percentage,Ons Water_percentage,West-Brabant Waterbreed_percentage,Werken aan Water_percentage,Ouderen Appèl - Hart voor Water_percentage,"Groen, Water & Land_percentage",Natuurlijk BBW_percentage,Verenigde Senioren Partij_percentage,Lokaal Waterbeheer_percentage,Partij Sociaal Cultureel Centrum (PSCC)_percentage,ChristenUnie-SGP_percentage,Integer Liberaal_percentage,Blanco lijst Gerritsen_percentage,Waterschapspartij PUUR._percentage,Gemeentebelangen Drenthe~Overijssel_percentage,FNP_percentage,Lagere Lasten Burger_percentage,Waterbelang Horst-Helden-Beesel_percentage,Waterbelang Maastricht_percentage,Waterbelang Parkstad_percentage,Waterbelang Venlo_percentage,Lokaal Limburg_percentage,Waterbelang Westelijke Mijnstreek_percentage,Waterbelang Midden-Limburg_percentage,Waterbelang Heuvelland_percentage,Waterbelang Land van Weert + Leudal_percentage,Waterbelang Venray en Maasduinen_percentage,Waterschap@inwonersbelangen_percentage,"AWP niet politiek, wel deskundig_percentage",AWP Niet Politiek Wel Deskundig_percentage,Partij voor Zeeland_percentage,Waterschapspartij Zeeuws-Vlaanderen_percentage,Waterschapspartij Hollandse Delta_percentage,Hollandse Delta Natuurlijk_percentage,OUDERENPARTIJ_percentage,None_percentage,Trots op Nederland (TROTS)_percentage,Blanco lijst Capelle_percentage,Ons-Platteland_percentage,SGP-ChristenUnie_percentage,QUEER_percentage,De Republikeinse Politieke Partij_percentage,Forum Duurzaam Effectief Waterschap_percentage,Socialistische Waterschapsvereniging_percentage,De Groenen_percentage,Vrienden van de Berkel_percentage,Vereniging Dorpshuizen en Kleine Kernen_percentage,Betaalbaar Water_percentage,"Water, Wonen en Natuur_percentage",Werk aan Water Flevoland_percentage,OPA_percentage,ChristenUnie/SGP_percentage
Utrecht,0344,Stembureau Bartholomeus Gasthuis,3511 PZ,1197,554,4,40,54,,394,137,137,9,283,51,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,85,,,,,,,,,,,,,,,,,,,,,,,,0.003341687552213868,1.0,,0.11445279866332497,0.045112781954887216,0.03341687552213868,0.23642439431913115,0.042606516290726815,0.4628237259816207,0.11445279866332497,0.007518796992481203,0.329156223893066,0.01921470342522974,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020050125313283207,0.07101086048454469,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau ODBS Puntenburg,3511 ER,244,270,0,8,12,,100,29,26,0,34,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,24,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.11885245901639344,0.04918032786885246,0.03278688524590164,0.13934426229508196,0.040983606557377046,1.1065573770491803,0.10655737704918032,,0.4098360655737705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036885245901639344,0.09836065573770492,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau De Nieuwe Vaart,3511 MH,412,1009,0,14,28,,152,47,41,2,71,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,32,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.11407766990291263,0.06796116504854369,0.03398058252427184,0.17233009708737865,0.038834951456310676,2.4490291262135924,0.09951456310679611,0.0048543689320388345,0.36893203883495146,0.019417475728155338,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03640776699029126,0.07766990291262135,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Chr. Jenaplanschool De Brug,3531 JJ,1144,2080,5,45,63,,366,170,105,2,200,49,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,114,,,,,,,,,,,,,,,,,,,,,,,,0.004370629370629371,1.0,,0.1486013986013986,0.05506993006993007,0.039335664335664336,0.17482517482517482,0.04283216783216783,1.8181818181818181,0.09178321678321678,0.0017482517482517483,0.31993006993006995,0.03496503496503497,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030594405594405596,0.09965034965034965,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Buurthuis Muntmeesters,3531 HD,925,1497,2,33,56,,341,113,69,2,206,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,80,,,,,,,,,,,,,,,,,,,,,,,,0.002162162162162162,1.0,,0.12216216216216216,0.06054054054054054,0.03567567567567568,0.2227027027027027,0.03027027027027027,1.6183783783783783,0.0745945945945946,0.002162162162162162,0.36864864864864866,0.016216216216216217,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016216216216216217,0.08648648648648649,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau De Wijkplaats,3531 SE,1033,3485,6,54,45,,345,179,91,9,189,34,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,86,,,,,,,,,,,,,,,,,,,,,,,,0.005808325266214908,1.0,,0.1732817037754114,0.04356243949661181,0.05227492739593417,0.1829622458857696,0.03291384317521781,3.3736689254598256,0.08809293320425944,0.008712487899322363,0.3339787028073572,0.022265246853823813,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030977734753146177,0.08325266214908035,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau KBS De Catharijnepoort,3532 VM,723,1815,4,39,35,,232,110,80,3,140,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,59,,,,,,,,,,,,,,,,,,,,,,,,0.005532503457814661,1.0,,0.15214384508990317,0.048409405255878286,0.05394190871369295,0.19363762102351315,0.03734439834024896,2.5103734439834025,0.11065006915629322,0.004149377593360996,0.32088520055325037,0.022130013831258646,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029045643153526972,0.08160442600276625,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau KBS De Catharijnepoort,3532 VM,861,1569,4,36,41,,275,120,87,6,181,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,72,,,,,,,,,,,,,,,,,,,,,,,,0.004645760743321719,1.0,,0.13937282229965156,0.047619047619047616,0.041811846689895474,0.21022067363530778,0.04065040650406504,1.8222996515679442,0.10104529616724739,0.006968641114982578,0.31939605110336816,0.020905923344947737,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030197444831591175,0.08362369337979095,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Van Asch van Wijckschool,3532 CX,783,1306,27,1,58,,267,105,68,10,143,41,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,57,,,,,,,,,,,,,,,,,,,,,,,,0.034482758620689655,1.0,,0.13409961685823754,0.07407407407407407,0.001277139208173691,0.1826309067688378,0.05236270753512133,1.6679438058748404,0.08684546615581099,0.01277139208173691,0.34099616858237547,0.03065134099616858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01277139208173691,0.07279693486590039,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau KBS De Catharijnepoort,3532 HK,1133,2686,3,30,72,,332,132,88,10,239,76,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,87,,,,,,,,,,,,,,,,,,,,,,,,0.00264783759929391,1.0,,0.11650485436893204,0.06354810238305383,0.0264783759929391,0.21094439541041482,0.06707855251544571,2.3706972639011474,0.07766990291262135,0.0088261253309797,0.29302736098852605,0.04589585172109444,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03971756398940865,0.07678729037952339,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Gymzaal OBS Oog in Al,3533 TE,861,1520,5,30,64,,244,144,87,12,157,41,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,86,,,,,,,,,,,,,,,,,,,,,,,,0.005807200929152149,1.0,,0.1672473867595819,0.0743321718931475,0.03484320557491289,0.18234610917537747,0.047619047619047616,1.7653890824622531,0.10104529616724739,0.013937282229965157,0.28339140534262486,0.016260162601626018,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013937282229965157,0.09988385598141696,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Gymzaal Franz Schubertstraat,3533 GW,959,766,2,36,62,,325,120,123,13,142,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,98,,,,,,,,,,,,,,,,,,,,,,,,0.0020855057351407717,1.0,,0.1251303441084463,0.06465067778936393,0.03753910323253389,0.1480709071949948,0.049009384775808136,0.7987486965589156,0.12825860271115747,0.013555787278415016,0.33889468196037537,0.008342022940563087,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021897810218978103,0.10218978102189781,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau De Wartburg,3533 KJ,428,1196,4,7,54,,109,67,50,9,42,20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,,,,,,,,,,,,,,,,,,,,,,,,0.009345794392523364,1.0,,0.15654205607476634,0.1261682242990654,0.016355140186915886,0.09813084112149532,0.04672897196261682,2.794392523364486,0.11682242990654206,0.02102803738317757,0.2546728971962617,0.06775700934579439,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02102803738317757,0.0911214953271028,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Park Welgelegen (hoofdingang),3533 HD,816,1750,0,23,81,,252,97,122,2,109,41,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,64,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.11887254901960784,0.09926470588235294,0.028186274509803922,0.13357843137254902,0.05024509803921569,2.144607843137255,0.14950980392156862,0.0024509803921568627,0.3088235294117647,0.025735294117647058,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03308823529411765,0.0784313725490196,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Buurtcentrum Oase,3534 BA,601,1806,3,20,39,,170,69,55,3,134,31,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,61,,,,,,,,,,,,,,,,,,,,,,,,0.004991680532445923,1.0,,0.11480865224625623,0.064891846921797,0.033277870216306155,0.22296173044925124,0.051580698835274545,3.004991680532446,0.09151414309484193,0.004991680532445923,0.28286189683860236,0.033277870216306155,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03161397670549085,0.10149750415973377,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Ludgerschool,3553 SR,818,1859,4,27,50,,269,96,80,5,144,38,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,58,,,,,,,,,,,,,,,,,,,,,,,,0.004889975550122249,1.0,,0.11735941320293398,0.061124694376528114,0.03300733496332518,0.17603911980440098,0.04645476772616137,2.272616136919315,0.097799511002445,0.006112469437652812,0.32885085574572126,0.0488997555012225,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04645476772616137,0.07090464547677261,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Buurthuis Zuilen,3553 CX,898,1159,4,11,62,,229,116,82,11,175,62,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,76,,,,,,,,,,,,,,,,,,,,,,,,0.004454342984409799,1.0,,0.1291759465478842,0.06904231625835189,0.012249443207126948,0.19487750556792874,0.06904231625835189,1.2906458797327394,0.09131403118040089,0.012249443207126948,0.25501113585746105,0.0645879732739421,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030066815144766147,0.08463251670378619,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Bij Bosshardt (Leger des Heils),3554 GE,376,1921,1,11,13,,84,49,40,1,90,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,28,,,,,,,,,,,,,,,,,,,,,,,,0.0026595744680851063,1.0,,0.13031914893617022,0.034574468085106384,0.02925531914893617,0.2393617021276596,0.06648936170212766,5.10904255319149,0.10638297872340426,0.0026595744680851063,0.22340425531914893,0.07180851063829788,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05053191489361702,0.07446808510638298,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau School De Kleine Vliegenier,3555 AM,849,2030,3,32,58,,221,141,81,5,136,63,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,53,,,,,,,,,,,,,,,,,,,,,,,,0.0035335689045936395,1.0,,0.16607773851590105,0.06831566548881036,0.03769140164899882,0.160188457008245,0.07420494699646643,2.391048292108363,0.09540636042402827,0.005889281507656066,0.26030624263839813,0.06831566548881036,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038869257950530034,0.0624263839811543,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Vorstelijk Complex,3554 JK,748,1691,3,37,58,,200,124,76,7,126,47,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,42,,,,,,,,,,,,,,,,,,,,,,,,0.004010695187165776,1.0,,0.1657754010695187,0.07754010695187166,0.04946524064171123,0.16844919786096257,0.06283422459893048,2.2606951871657754,0.10160427807486631,0.009358288770053475,0.26737967914438504,0.06149732620320856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029411764705882353,0.05614973262032086,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Gymlokaal Prof. H. Bavinckstraat,3555 GS,914,2493,3,43,69,,191,161,99,13,156,47,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,74,,,,,,,,,,,,,,,,,,,,,,,,0.0032822757111597373,1.0,,0.1761487964989059,0.07549234135667396,0.047045951859956234,0.17067833698030635,0.05142231947483589,2.727571115973742,0.10831509846827134,0.014223194748358862,0.2089715536105033,0.06783369803063458,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045951859956236324,0.08096280087527352,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau OBS De Cirkel,3554 GJ,753,1545,4,34,45,,193,133,64,8,115,58,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,62,,,,,,,,,,,,,,,,,,,,,,,,0.005312084993359893,1.0,,0.17662682602921648,0.05976095617529881,0.0451527224435591,0.15272244355909695,0.07702523240371846,2.051792828685259,0.0849933598937583,0.010624169986719787,0.25630810092961487,0.04780876494023904,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05179282868525897,0.08233731739707835,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Bibliotheek Zuilen,3554 GL,1250,2115,10,64,82,,306,234,100,10,232,87,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,77,,,,,,,,,,,,,,,,,,,,,,,,0.008,1.0,,0.1872,0.0656,0.0512,0.1856,0.0696,1.692,0.08,0.008,0.2448,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0496,0.0616,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Ludgerschool,3554 AW,841,1945,6,47,62,,235,127,75,2,157,45,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,60,,,,,,,,,,,,,,,,,,,,,,,,0.007134363852556481,1.0,,0.15101070154577884,0.07372175980975029,0.0558858501783591,0.18668252080856124,0.0535077288941736,2.3127229488703924,0.089179548156956,0.0023781212841854932,0.2794292508917955,0.04756242568370987,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04518430439952437,0.0713436385255648,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau KBS Wijzer aan de Vecht,3554 VZ,369,1312,3,15,15,,109,67,21,1,67,33,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,,,,,,,,,,,,,,,,,,,,,,,,0.008130081300813009,1.0,,0.18157181571815717,0.04065040650406504,0.04065040650406504,0.18157181571815717,0.08943089430894309,3.5555555555555554,0.056910569105691054,0.0027100271002710027,0.2953929539295393,0.04336043360433604,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04336043360433604,0.06504065040650407,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Gymzaal Amsterdamsestraatweg,3513 AA,898,1757,11,39,47,,281,112,99,4,194,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,80,,,,,,,,,,,,,,,,,,,,,,,,0.012249443207126948,1.0,,0.12472160356347439,0.052338530066815145,0.043429844097995544,0.21603563474387527,0.044543429844097995,1.9565701559020046,0.11024498886414254,0.004454342984409799,0.3129175946547884,0.02783964365256125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017817371937639197,0.08908685968819599,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Gymzaal Amsterdamsestraatweg,3513 AA,959,1664,1,61,55,,300,122,107,5,197,35,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,90,,,,,,,,,,,,,,,,,,,,,,,,0.0010427528675703858,1.0,,0.12721584984358708,0.05735140771637122,0.06360792492179354,0.205422314911366,0.0364963503649635,1.735140771637122,0.11157455683003129,0.005213764337851929,0.31282586027111575,0.022940563086548488,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027111574556830033,0.09384775808133472,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Speeltuin Noordsepark,3513 GW,616,2522,4,14,46,,164,80,74,7,135,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,52,,,,,,,,,,,,,,,,,,,,,,,,0.006493506493506494,1.0,,0.12987012987012986,0.07467532467532467,0.022727272727272728,0.21915584415584416,0.04383116883116883,4.0941558441558445,0.12012987012987013,0.011363636363636364,0.2662337662337662,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024350649350649352,0.08441558441558442,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Buurthuis De Uithoek,3551 EJ,694,1879,5,35,36,,182,95,79,3,160,45,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,54,,,,,,,,,,,,,,,,,,,,,,,,0.007204610951008645,1.0,,0.13688760806916425,0.05187319884726225,0.05043227665706052,0.23054755043227665,0.06484149855907781,2.707492795389049,0.1138328530259366,0.004322766570605188,0.2622478386167147,0.027377521613832854,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03025936599423631,0.07780979827089338,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Wijkservicecentrum Noordwest,3551 DJ,1165,2090,4,45,79,,346,142,121,7,206,67,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,116,,,,,,,,,,,,,,,,,,,,,,,,0.0034334763948497852,1.0,,0.12188841201716738,0.06781115879828326,0.03862660944206009,0.17682403433476396,0.05751072961373391,1.793991416309013,0.10386266094420601,0.006008583690987125,0.29699570815450643,0.0351931330472103,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034334763948497854,0.09957081545064378,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Gymzaal Opzoomerstraat,3551 BP,815,1842,5,39,58,,218,92,58,7,183,36,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,77,,,,,,,,,,,,,,,,,,,,,,,,0.006134969325153374,1.0,,0.11288343558282209,0.07116564417177915,0.04785276073619632,0.2245398773006135,0.044171779141104296,2.260122699386503,0.07116564417177915,0.008588957055214725,0.2674846625766871,0.05030674846625767,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05521472392638037,0.09447852760736196,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Taalschool Utrecht,3552 EB,936,2042,8,35,57,,247,144,97,11,172,48,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,91,,,,,,,,,,,,,,,,,,,,,,,,0.008547008547008548,1.0,,0.15384615384615385,0.060897435897435896,0.03739316239316239,0.18376068376068377,0.05128205128205128,2.1816239316239314,0.10363247863247864,0.011752136752136752,0.2638888888888889,0.0405982905982906,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03311965811965812,0.09722222222222222,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Kerkcentrum Nicolaas Monica,3552 CT,642,2125,0,10,34,,165,78,40,6,116,37,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,38,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.12149532710280374,0.0529595015576324,0.01557632398753894,0.1806853582554517,0.05763239875389408,3.309968847352025,0.06230529595015576,0.009345794392523364,0.2570093457943925,0.12149532710280374,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0778816199376947,0.059190031152647975,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau St. Antonius ziekenhuis,3543 AZ,228,0,0,11,16,,59,27,39,1,36,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,22,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.11842105263157894,0.07017543859649122,0.04824561403508772,0.15789473684210525,0.03508771929824561,,0.17105263157894737,0.0043859649122807015,0.25877192982456143,0.043859649122807015,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043859649122807015,0.09649122807017543,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Muziekhuis Utrecht,3552 XE,771,1711,3,35,41,,211,88,73,11,161,37,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,62,,,,,,,,,,,,,,,,,,,,,,,,0.0038910505836575876,1.0,,0.11413748378728923,0.05317769130998703,0.04539559014267185,0.20881971465629054,0.04798962386511025,2.219195849546044,0.0946822308690013,0.014267185473411154,0.27367055771725035,0.07652399481193256,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03631647211413749,0.08041504539559015,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Provinciehuis,3584 BA,277,0,0,16,21,,104,29,19,1,38,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.10469314079422383,0.07581227436823104,0.05776173285198556,0.1371841155234657,0.04693140794223827,,0.06859205776173286,0.0036101083032490976,0.37545126353790614,0.010830324909747292,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010830324909747292,0.16606498194945848,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Ondernemingshuis Overvecht,3561 VA,573,1542,4,25,48,,149,114,48,3,95,43,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,0.006980802792321117,1.0,,0.19895287958115182,0.08376963350785341,0.04363001745200698,0.16579406631762653,0.07504363001745201,2.6910994764397906,0.08376963350785341,0.005235602094240838,0.2600349040139616,0.03315881326352531,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04537521815008726,0.04886561954624782,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Bibliotheek Overvecht,3562 KW,1053,2281,8,3,78,,249,192,93,9,188,75,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,57,,,,,,,,,,,,,,,,,,,,,,,,0.007597340930674264,1.0,,0.18233618233618235,0.07407407407407407,0.002849002849002849,0.1785375118708452,0.07122507122507123,2.1661918328584995,0.08831908831908832,0.008547008547008548,0.23646723646723647,0.05413105413105413,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052231718898385564,0.05413105413105413,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau Johannescentrum,3561 GD,805,1831,4,32,75,,220,110,40,12,117,99,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,72,,,,,,,,,,,,,,,,,,,,,,,,0.004968944099378882,1.0,,0.13664596273291926,0.09316770186335403,0.03975155279503106,0.1453416149068323,0.12298136645962733,2.274534161490683,0.049689440993788817,0.014906832298136646,0.2732919254658385,0.03850931677018633,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03602484472049689,0.08944099378881988,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau PC Basisschool Op Dreef,3561 SB,519,1929,3,18,38,,101,155,32,12,80,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,33,,,,,,,,,,,,,,,,,,,,,,,,0.005780346820809248,1.0,,0.29865125240847784,0.07321772639691715,0.03468208092485549,0.15414258188824662,0.04816955684007707,3.7167630057803467,0.06165703275529865,0.023121387283236993,0.19460500963391136,0.036608863198458574,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046242774566473986,0.06358381502890173,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau De Kantine,3561 CB,465,1831,7,24,14,,106,107,35,16,68,26,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,19,,,,,,,,,,,,,,,,,,,,,,,,0.015053763440860216,1.0,,0.23010752688172043,0.030107526881720432,0.05161290322580645,0.14623655913978495,0.05591397849462366,3.9376344086021504,0.07526881720430108,0.034408602150537634,0.22795698924731184,0.1032258064516129,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05591397849462366,0.04086021505376344,,,,,,,,,,,,,,,,,,,,,,,
Utrecht,0344,Stembureau R.O.C. Kretadreef,3562 VA,416,1950,5,13,21,,64,129,28,9,65,14,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,22,,,,,,,,,,,,,,,,,,,,,,,,0.01201923076923077,1.0,,0.31009615384615385,0.05048076923076923,0.03125,0.15625,0.03365384615384615,4.6875,0.0673076923076923,0.021634615384615384,0.15384615384615385,0.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06009615384615385,0.052884615384615384,,,,,,,,,,,,,,,,,,,,,,,
