gemeente,gemeente_id,bureau_id,bureau_label,bureau_zip,total_counted,cast,votes_ongeldig,votes_blanco,50PLUS,VVD,Staatkundig Gereformeerde Partij (SGP),Water Natuurlijk,Gemeentebelangen Drenthe~Overijssel,ChristenUnie,AWP niet politiek wel deskundig,CDA,Ons Water,West-Brabant Waterbreed,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Lokaal Limburg,Waterbelang Maastricht,SGP-ChristenUnie,Ons-Platteland,ChristenUnie-SGP,Trots op Nederland (TROTS),Vrienden van de Berkel,Vereniging Dorpshuizen en Kleine Kernen,Betaalbaar Water,Lokaal Waterbeheer,Verenigde Senioren Partij,"Groen, Water & Land",Natuurlijk BBW,Ouderen Appèl - Hart voor Water,Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,AWP Niet Politiek Wel Deskundig,"AWPenLRR niet politiek, wel lokaal",Waterschapspartij Hollandse Delta,Hollandse Delta Natuurlijk,OUDERENPARTIJ,,Waterschap@inwonersbelangen,"AWP niet politiek, wel deskundig",FNP,Lagere Lasten Burger,Werken aan Water,De Groenen,Socialistische Waterschapsvereniging,Forum Duurzaam Effectief Waterschap,De Republikeinse Politieke Partij,QUEER,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),Waterschapspartij PUUR.,"Water, Wonen en Natuur",ChristenUnie/SGP,Werk aan Water Flevoland,OPA
Amsterdam,0363,0363::SB133,Stembureau Stembureau Gymzaal Villa Bons,1098 LW,579,968,4,10,12,66,,106,,11,,25,,,170,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1,16,1,5,,,,,,,
Amsterdam,0363,0363::SB134,Stembureau Stembureau Buurtcentrum Kraaipan,1091 LX,401,1293,0,17,16,40,,74,,13,,20,,,104,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,4,10,3,0,,,,,,,
Amsterdam,0363,0363::SB135,Stembureau Stembureau Montessori College Oost,1093 KL,428,969,5,17,22,52,,66,,11,,12,,,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,6,6,1,8,,,,,,,
Amsterdam,0363,0363::SB136,Stembureau Stembureau Sport- en Ontspanningsvereniging Pontania,1093 TD,308,1013,3,13,19,25,,40,,1,,15,,,91,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5,6,0,4,,,,,,,
Amsterdam,0363,0363::SB137,Stembureau Stembureau Gymzaal Metis Montessori Lyceum,1091 HV,384,1003,7,10,13,44,,63,,6,,15,,,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9,7,1,4,,,,,,,
Amsterdam,0363,0363::SB138,Stembureau Stembureau Hofkerk,1098 KT,836,1378,3,13,18,110,,185,,24,,38,,,210,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,5,11,1,6,,,,,,,
Amsterdam,0363,0363::SB139,Stembureau Stembureau Gymzaal Metis Montessori Lyceum,1091 HV,343,1013,4,14,13,38,,60,,8,,8,,,68,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,12,7,4,4,,,,,,,
Amsterdam,0363,0363::SB140,Stembureau Stembureau Sporthal Wethouder Verheij,1093 KP,734,1130,6,16,12,86,,120,,16,,31,,,203,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9,3,5,10,,,,,,,
Amsterdam,0363,0363::SB141,Stembureau Stembureau Servicepunt Het Brinkhuis,1097 TV,590,1387,5,17,68,38,,108,,16,,17,,,95,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10,23,5,4,,,,,,,
Amsterdam,0363,0363::SB142,Stembureau Stembureau Servicepunt Het Brinkhuis,1097 TV,610,1394,5,13,89,39,,82,,13,,18,,,122,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,16,19,1,3,,,,,,,
Amsterdam,0363,0363::SB143,Stembureau Stembureau Barbaraschool,1092 CC,585,1199,3,10,19,48,,107,,18,,15,,,154,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,6,10,2,4,,,,,,,
Amsterdam,0363,0363::SB144,Stembureau Stembureau Café Restaurant Polder,1098 XH,762,1146,4,22,1,87,,185,,14,,19,,,166,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6,10,1,10,,,,,,,
Amsterdam,0363,0363::SB145,Stembureau Stembureau Kerk de Bron,1097 ED,722,890,2,14,19,102,,137,,10,,22,,,163,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4,21,3,5,,,,,,,
Amsterdam,0363,0363::SB146,Stembureau Stembureau Gymzaal Villa Bons,1098 LW,536,981,1,7,21,58,,102,,14,,13,,,133,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,6,14,1,1,,,,,,,
Amsterdam,0363,0363::SB147,Stembureau Stembureau UvA Science Park,1098 XH,636,1575,1,26,3,31,,239,,15,,10,,,114,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5,7,1,10,,,,,,,
Amsterdam,0363,0363::SB148,Stembureau Stembureau Koningskerk,1097 EP,783,1938,8,17,65,76,,111,,25,,35,,,209,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,17,27,1,6,,,,,,,
Amsterdam,0363,0363::SB150,Stembureau Stembureau De Krugerkamer,1092 KA,644,1648,4,31,23,62,,118,,11,,13,,,156,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,9,11,0,5,,,,,,,
Amsterdam,0363,0363::SB151,"Stembureau Stembureau Basisschool Frankendael, locatie Von Liebigweg",1097 RP,659,1463,2,11,72,46,,102,,17,,32,,,149,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,8,28,1,6,,,,,,,
Amsterdam,0363,0363::SB152,Stembureau Stembureau Tugelahuis,1092 VK,502,1045,5,22,23,47,,112,,7,,37,,,113,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,11,3,3,,,,,,,
Amsterdam,0363,0363::SB153,Stembureau Stembureau Buurtcentrum Oosterpark,1092 CW,415,1143,4,19,22,45,,71,,14,,14,,,78,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,6,0,7,,,,,,,
Amsterdam,0363,0363::SB154,Stembureau Stembureau Scouting Oost 1,1098 SM,533,950,2,9,30,62,,75,,18,,23,,,153,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,5,8,1,6,,,,,,,
Amsterdam,0363,0363::SB156,Stembureau Stembureau Wijkservicepunt Hoekhuis,1097 SC,723,1317,6,25,53,76,,128,,26,,29,,,168,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,11,28,5,7,,,,,,,
Amsterdam,0363,0363::SB158,Stembureau Stembureau Meininger Hotel Amsterdam Amstel,1097 DN,1032,1559,8,21,30,163,,202,,29,,44,,,234,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,8,23,6,16,,,,,,,
Amsterdam,0363,0363::SB160,Stembureau Stembureau Waternet,1096 AC,737,1169,4,23,5,150,,175,,24,,19,,,161,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8,16,1,9,,,,,,,
Amsterdam,0363,0363::SB161,Stembureau Stembureau Weesper,1091 ET,748,1154,3,20,13,148,,145,,21,,26,,,157,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,7,3,3,9,,,,,,,
Amsterdam,0363,0363::SB162,Stembureau Stembureau Grand Cafe Frankendael,1097 BT,801,1141,7,15,26,120,,109,,13,,40,,,199,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,13,11,0,2,,,,,,,
Amsterdam,0363,0363::SB163,Stembureau Stembureau OLVG locatie Oost,1091 AC,1172,985,13,29,45,111,,188,,37,,46,,,305,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,16,17,4,14,,,,,,,
Amsterdam,0363,0363::SB164,Stembureau Stembureau Oosterparkkerk,1091 AC,590,1432,6,14,16,56,,104,,10,,6,,,134,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,14,15,0,8,,,,,,,
Amsterdam,0363,0363::SB166,Stembureau Stembureau Muiderkerk,1093 EG,893,1145,3,29,18,115,,159,,22,,29,,,198,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,10,9,3,10,,,,,,,
Amsterdam,0363,0363::SB167,Stembureau Stembureau BOOST Transvaal,1091 XX,489,868,5,13,10,47,,93,,13,,23,,,123,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3,5,1,7,,,,,,,
Amsterdam,0363,0363::SB168,Stembureau Stembureau QO Amsterdam,1096 GG,553,2688,5,20,11,93,,118,,10,,28,,,92,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3,13,4,9,,,,,,,
Amsterdam,0363,0363::SB169,Stembureau Stembureau Het Parkhuis,1098 WD,854,1362,8,17,30,102,,170,,17,,44,,,208,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,14,25,5,2,,,,,,,
Amsterdam,0363,0363::SB170,Stembureau Stembureau Sportzaal J.F. van Hengelstraat,1019 DC,541,1056,1,18,9,64,,115,,8,,15,,,129,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,4,10,1,4,,,,,,,
Amsterdam,0363,0363::SB171,Stembureau Stembureau Gymzaal Laterna Magica,1087 LG,1085,2471,6,24,11,267,,169,,21,,39,,,251,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4,19,2,10,,,,,,,
Amsterdam,0363,0363::SB173,Stembureau Stembureau Gymzaal 4e Montessorischool De Pinksterbloem,1091 EG,589,1228,4,11,14,98,,105,,12,,18,,,141,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,6,8,3,6,,,,,,,
Amsterdam,0363,0363::SB174,Stembureau Stembureau Gymzaal 4e Montessorischool De Pinksterbloem,1091 EG,583,1343,2,10,10,107,,89,,2,,18,,,139,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,6,8,3,5,,,,,,,
Amsterdam,0363,0363::SB175,Stembureau Stembureau Panama Amsterdam,1019 BM,880,2005,8,14,18,184,,119,,18,,21,,,190,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,5,22,1,18,,,,,,,
Amsterdam,0363,0363::SB177,Stembureau Stembureau Sporthal Wethouder Verheij,1093 KP,701,1173,9,25,14,82,,121,,11,,17,,,177,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,8,12,6,7,,,,,,,
Amsterdam,0363,0363::SB178,Stembureau Stembureau Gymzaal Lidwinaschool,1097 CA,680,2020,6,11,12,99,,150,,14,,30,,,171,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,13,1,1,3,,,,,,,
Amsterdam,0363,0363::SB179,Stembureau Stembureau Gymzaal Lidwinaschool,1097 CA,719,1910,10,20,22,86,,123,,14,,26,,,193,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6,15,2,5,,,,,,,
Amsterdam,0363,0363::SB200,Stembureau Stembureau Vrije Universiteit Amsterdam,1081 HV,717,1187,8,24,12,164,,150,,15,,42,,,146,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,18,0,4,,,,,,,
Amsterdam,0363,0363::SB201,Stembureau Stembureau Doven Ontmoetings Centrum,1073 AV,812,2649,7,14,16,136,,142,,19,,32,,,144,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6,20,0,9,,,,,,,
Amsterdam,0363,0363::SB203,Stembureau Stembureau V.B.S.K.  Albert Cuyp,1073 BH,766,1509,4,27,15,155,,124,,13,,25,,,169,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2,8,2,14,,,,,,,
Amsterdam,0363,0363::SB204,Stembureau Stembureau Studio Automat Amsterdam,1074 CR,1028,2737,3,23,17,214,,180,,16,,34,,,178,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,11,26,2,11,,,,,,,
Amsterdam,0363,0363::SB206,Stembureau Stembureau Oranjekerk,1073 AE,701,1537,1,14,17,131,,98,,14,,19,,,152,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9,22,4,5,,,,,,,
Amsterdam,0363,0363::SB207,Stembureau Stembureau Oranjekerk,1073 AE,624,924,7,15,11,122,,95,,13,,15,,,111,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,9,13,2,8,,,,,,,
Amsterdam,0363,0363::SB208,Stembureau Stembureau Het Amsterdams Lyceum,1075 KJ,780,1512,5,11,20,236,,88,,27,,53,,,125,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,8,18,2,0,,,,,,,
Amsterdam,0363,0363::SB210,Stembureau Stembureau NH Museum Quarter,1071 XL,550,831,2,13,7,179,,66,,14,,41,,,113,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1,11,2,3,,,,,,,
Amsterdam,0363,0363::SB211,"Stembureau Stembureau Amsterdam UMC, locatie VUmc",1081 HV,571,0,0,13,10,101,,124,,21,,20,,,122,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3,3,2,8,,,,,,,
Amsterdam,0363,0363::SB212,Stembureau Stembureau De Kleine Valk,1072 MH,953,1647,8,24,18,193,,163,,16,,19,,,194,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,10,19,2,14,,,,,,,
Amsterdam,0363,0363::SB213,Stembureau Stembureau De Edelsteen,1074 HA,528,1303,13,17,25,58,,86,,9,,9,,,131,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,14,14,1,3,,,,,,,
Amsterdam,0363,0363::SB214,Stembureau Stembureau De Edelsteen,1074 HA,536,1340,9,17,22,70,,69,,9,,13,,,138,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,12,2,10,,,,,,,
Amsterdam,0363,0363::SB215,Stembureau Stembureau Senioren bewonersruimte,1074 ED,600,1311,5,8,22,77,,86,,12,,26,,,132,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,4,20,5,8,,,,,,,
Amsterdam,0363,0363::SB216,Stembureau Stembureau Het Amsterdams Lyceum,1075 KJ,688,1446,2,17,14,229,,87,,19,,29,,,119,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6,15,0,4,,,,,,,
Amsterdam,0363,0363::SB217,Stembureau Stembureau 3e Daltonschool hoofdgebouw,1073 TN,519,1287,3,7,13,94,,70,,18,,21,,,78,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,14,11,0,6,,,,,,,
Amsterdam,0363,0363::SB218,Stembureau Stembureau 3e Daltonschool hoofdgebouw,1073 TN,555,902,4,16,15,88,,88,,18,,21,,,120,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,9,5,1,6,,,,,,,
Amsterdam,0363,0363::SB219,Stembureau Stembureau Buurtgebouw HdK,1073 SW,663,1964,6,12,26,88,,82,,8,,16,,,166,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,11,15,4,10,,,,,,,
Amsterdam,0363,0363::SB221,Stembureau Stembureau Sportcentrum De Pijp,1072 RD,749,1434,9,15,34,120,,99,,14,,18,,,147,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,16,15,4,7,,,,,,,
Amsterdam,0363,0363::SB222,Stembureau Stembureau Rijn 58,1078 RD,718,1513,3,16,19,148,,132,,16,,27,,,163,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2,16,1,2,,,,,,,
Amsterdam,0363,0363::SB223,Stembureau Stembureau d'Oude Raai,1072 MA,676,1433,2,21,30,116,,87,,19,,29,,,152,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,16,12,5,3,,,,,,,
Amsterdam,0363,0363::SB224,Stembureau Stembureau Apollohal,1077 BA,771,1108,1,15,15,284,,103,,25,,51,,,148,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,14,3,2,,,,,,,
Amsterdam,0363,0363::SB225,Stembureau Stembureau Gezond in Zuid Paramedisch centrum,1071 XA,607,1054,2,9,10,181,,89,,7,,26,,,108,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,10,2,9,,,,,,,
Amsterdam,0363,0363::SB226,Stembureau Stembureau Cornelis Vrijschool,1071 CW,489,1061,3,8,10,133,,75,,12,,25,,,92,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,11,1,3,,,,,,,
Amsterdam,0363,0363::SB227,Stembureau Stembureau IVKO school,1074 EP,561,1487,0,20,12,95,,103,,9,,22,,,118,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,7,5,0,5,,,,,,,
Amsterdam,0363,0363::SB229,Stembureau Stembureau De Coenen,1071 WG,779,939,8,17,19,113,,136,,24,,17,,,187,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,11,6,1,3,,,,,,,
Amsterdam,0363,0363::SB230,Stembureau Stembureau De Coenen,1071 WG,672,1051,0,9,14,96,,113,,17,,19,,,178,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,8,7,0,3,,,,,,,
Amsterdam,0363,0363::SB232,Stembureau Stembureau Obrechtkerk,1071 KM,1373,1656,9,20,13,485,,195,,40,,76,,,223,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,11,19,6,6,,,,,,,
Amsterdam,0363,0363::SB233,Stembureau Stembureau Gymzaal Nicolaas Maesschool,1071 SK,543,928,0,7,15,136,,94,,9,,26,,,97,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,5,8,1,1,,,,,,,
Amsterdam,0363,0363::SB234,Stembureau Stembureau Boxing Gym Abov,1078 AB,432,1007,4,5,20,86,,75,,10,,12,,,79,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2,9,1,8,,,,,,,
Amsterdam,0363,0363::SB236,Stembureau Stembureau Stichting Munganga,1075 VP,656,1531,6,6,16,128,,117,,17,,29,,,123,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4,9,2,4,,,,,,,
Amsterdam,0363,0363::SB237,Stembureau Stembureau Basisschool Elout,1075 NS,760,1553,13,5,31,178,,100,,33,,30,,,130,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,8,21,1,8,,,,,,,
Amsterdam,0363,0363::SB238,Stembureau Stembureau OBS De Dongeschool,1078 KW,764,1761,6,21,29,197,,91,,14,,24,,,179,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,4,18,1,2,,,,,,,
Amsterdam,0363,0363::SB239,Stembureau Stembureau De Derde Schinkel,1075 TJ,652,1466,3,12,13,159,,90,,13,,30,,,113,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,10,22,1,5,,,,,,,
Amsterdam,0363,0363::SB240,Stembureau Stembureau Flatgebouw Baarsstraat,1075 RV,681,1491,9,13,29,140,,93,,15,,23,,,125,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6,16,2,11,,,,,,,
Amsterdam,0363,0363::SB243,Stembureau Stembureau Hervormd Lyceum Zuid,1077 HE,804,1223,2,14,16,307,,98,,20,,49,,,141,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,5,16,0,1,,,,,,,
Amsterdam,0363,0363::SB244,Stembureau Stembureau St. Ignatius Gymnasium,1077 LH,763,1331,2,6,8,261,,126,,21,,45,,,151,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,16,0,1,,,,,,,
Amsterdam,0363,0363::SB245,Stembureau Stembureau St. Ignatius Gymnasium,1077 LH,666,1310,3,7,12,246,,93,,28,,42,,,91,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3,11,2,4,,,,,,,
Amsterdam,0363,0363::SB246,Stembureau Stembureau Huis van de Wijk Olympus / Europaschool,1076 RT,707,1378,7,9,41,104,,103,,23,,17,,,145,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,12,16,3,8,,,,,,,
Amsterdam,0363,0363::SB247,Stembureau Stembureau Willem de Zwijgerkerk,1076 VX,566,1126,2,11,22,89,,78,,19,,23,,,118,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,6,20,3,7,,,,,,,
Amsterdam,0363,0363::SB248,Stembureau Stembureau Willem de Zwijgerkerk,1076 VX,501,1123,4,13,25,91,,60,,18,,21,,,121,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,6,14,1,2,,,,,,,
Amsterdam,0363,0363::SB249,Stembureau Stembureau Olympiaschool,1076 BN,768,1625,7,27,17,197,,104,,18,,31,,,146,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,3,11,4,9,,,,,,,
Amsterdam,0363,0363::SB250,Stembureau Stembureau Olympisch Stadion,1076 DE,1077,2512,2,19,42,281,,158,,32,,47,,,176,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11,29,2,10,,,,,,,
Amsterdam,0363,0363::SB252,Stembureau Stembureau Bibliotheek Olympisch Kwartier,1076 DN,883,1355,5,9,28,282,,114,,28,,40,,,154,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,6,9,2,2,,,,,,,
Amsterdam,0363,0363::SB253,Stembureau Stembureau Gymzaal,1077 AZ,928,2531,4,10,17,314,,109,,26,,57,,,167,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,5,14,1,7,,,,,,,
Amsterdam,0363,0363::SB255,Stembureau Stembureau OBS Oscar Carré,1072 TS,605,1638,7,17,25,86,,93,,13,,13,,,117,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,6,14,1,8,,,,,,,
Amsterdam,0363,0363::SB256,Stembureau Stembureau Stichting Munganga,1075 VP,666,1552,1,6,25,151,,76,,18,,36,,,133,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,6,8,0,2,,,,,,,
Amsterdam,0363,0363::SB257,Stembureau Stembureau Dep. OBS De Notenkraker,1058 SG,706,1565,6,13,29,152,,93,,21,,27,,,133,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,10,12,0,4,,,,,,,
Amsterdam,0363,0363::SB258,Stembureau Stembureau Dep. OBS De Notenkraker,1058 SG,650,1600,5,17,23,144,,110,,13,,23,,,105,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,11,0,5,,,,,,,
Amsterdam,0363,0363::SB259,Stembureau Stembureau OBS Oscar Carré,1072 TS,663,1430,3,14,17,119,,102,,14,,21,,,126,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,6,8,4,10,,,,,,,
Amsterdam,0363,0363::SB260,Stembureau Stembureau Cornelis Vrijschool,1071 CW,487,1064,0,5,3,138,,77,,10,,26,,,111,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3,9,2,1,,,,,,,
Amsterdam,0363,0363::SB261,Stembureau Stembureau Gymzaal Nicolaas Maesschool,1071 SK,558,913,1,8,9,140,,94,,16,,25,,,118,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2,5,0,2,,,,,,,
Amsterdam,0363,0363::SB262,Stembureau Stembureau HoofdKwartier,1059 CT,935,1511,1,31,30,247,,179,,31,,34,,,146,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,20,6,6,,,,,,,
Amsterdam,0363,0363::SB263,Stembureau Stembureau Tobiasschool,1059 VX,819,1749,6,25,23,183,,132,,14,,25,,,147,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,4,14,3,10,,,,,,,
Amsterdam,0363,0363::SB264,Stembureau Stembureau Tobiasschool,1059 VX,822,1749,9,24,30,165,,139,,24,,24,,,146,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,5,16,3,6,,,,,,,
Amsterdam,0363,0363::SB265,Stembureau Stembureau OBS De Dongeschool,1078 KW,654,1627,3,13,11,163,,101,,13,,38,,,148,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,5,17,1,7,,,,,,,
Amsterdam,0363,0363::SB266,Stembureau Stembureau Anne Frankschool,1078 VJ,717,1230,5,10,20,161,,113,,19,,40,,,153,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,4,13,1,3,,,,,,,
Amsterdam,0363,0363::SB267,Stembureau Stembureau Pastorie Vredeskerk,1072 JS,581,1484,1,11,24,109,,85,,14,,17,,,122,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,9,13,1,6,,,,,,,
Amsterdam,0363,0363::SB268,Stembureau Stembureau Pastorie Vredeskerk,1072 JS,583,1445,6,17,9,118,,94,,17,,16,,,119,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,6,17,2,8,,,,,,,
Amsterdam,0363,0363::SB270,Stembureau Stembureau Anne Frankschool,1078 VJ,828,1282,2,12,24,197,,130,,27,,46,,,178,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4,18,3,5,,,,,,,
Amsterdam,0363,0363::SB271,Stembureau Stembureau Knijn Bowling,1078 GR,1107,1662,6,24,22,327,,172,,27,,51,,,209,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,4,25,1,7,,,,,,,
Amsterdam,0363,0363::SB272,Stembureau Stembureau Centrum Karunika,1078 TB,675,1064,3,18,26,74,,102,,12,,36,,,154,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,15,13,3,7,,,,,,,
Amsterdam,0363,0363::SB274,Stembureau Stembureau gymzaal De Rivierenschool,1079 EM,746,1582,9,22,29,144,,115,,14,,41,,,143,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,7,15,4,6,,,,,,,
Amsterdam,0363,0363::SB275,Stembureau Stembureau gymzaal De Rivierenschool,1079 EM,732,1561,2,13,21,129,,127,,16,,35,,,155,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,5,21,2,6,,,,,,,
Amsterdam,0363,0363::SB276,Stembureau Stembureau Remise Lekstraat,1079 KN,902,1852,5,15,36,175,,145,,14,,27,,,194,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,8,20,4,1,,,,,,,
Amsterdam,0363,0363::SB277,Stembureau Stembureau Remise Lekstraat,1079 KN,788,1851,7,10,26,148,,135,,12,,20,,,172,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,8,21,3,2,,,,,,,
