gemeente,gemeente_id,bureau_id,bureau_label,bureau_zip,total_counted,cast,votes_ongeldig,votes_blanco,50PLUS,VVD,Staatkundig Gereformeerde Partij (SGP),Water Natuurlijk,Gemeentebelangen Drenthe~Overijssel,ChristenUnie,AWP niet politiek wel deskundig,CDA,Ons Water,West-Brabant Waterbreed,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Lokaal Limburg,Waterbelang Maastricht,SGP-ChristenUnie,Ons-Platteland,ChristenUnie-SGP,Trots op Nederland (TROTS),Vrienden van de Berkel,Vereniging Dorpshuizen en Kleine Kernen,Betaalbaar Water,Lokaal Waterbeheer,Verenigde Senioren Partij,"Groen, Water & Land",Natuurlijk BBW,Ouderen Appèl - Hart voor Water,Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,AWP Niet Politiek Wel Deskundig,"AWPenLRR niet politiek, wel lokaal",Waterschapspartij Hollandse Delta,Hollandse Delta Natuurlijk,OUDERENPARTIJ,,Waterschap@inwonersbelangen,"AWP niet politiek, wel deskundig",FNP,Lagere Lasten Burger,Werken aan Water,De Groenen,Socialistische Waterschapsvereniging,Forum Duurzaam Effectief Waterschap,De Republikeinse Politieke Partij,QUEER,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),Waterschapspartij PUUR.,"Water, Wonen en Natuur",ChristenUnie/SGP,Werk aan Water Flevoland,OPA
Dalfsen,0148,0148::SB1,Stembureau Rosengaerde,7721 CT,972,1456,3,4,60,77,41,120,203,119,62,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB2,Stembureau Woonzorgcentrum 't Anker,8152 BP,850,1476,4,12,39,122,13,89,224,35,44,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB3,Stembureau De Wiekelaar,7722 ST,722,1218,3,6,39,54,38,72,108,80,39,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB4,Stembureau Parochiehuis Hoonhorst,7722 LR,886,1374,5,13,44,89,27,129,118,72,52,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB5,Stembureau Rest. Het Roode Hert,7722 PJ,468,714,0,3,12,45,35,40,55,43,12,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB6,Stembureau Geref. Kerk(Vrijgem.),7721 XM,844,897,2,9,46,81,44,109,117,177,34,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB7,Stembureau Gemeentehuis,7721 AX,778,1083,4,10,27,99,26,124,144,94,55,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB8,Stembureau Ned. Gereformeerde Kerk,7721 DX,1063,1326,0,9,42,95,40,156,184,189,72,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB9,Stembureau Kulturhus De Mozaiek,8151 AZ,563,1001,0,10,41,74,12,58,156,21,20,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB10,Stembureau Verenigingsgebouw  Ankum,7722 RK,795,1603,1,17,40,99,12,107,154,89,57,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB11,Stembureau NH Jeugdgebouw,7711 CD,1188,1763,3,13,43,150,43,115,195,209,52,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB12,Stembureau CBS Het Kompas,7711 GC,617,1098,1,4,24,58,91,54,63,104,32,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB13,Stembureau Maranathakerk,7711 HS,841,1431,5,24,42,96,84,91,109,154,38,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB14,Stembureau Restaurant Madrid,7722 HS,264,486,0,1,4,42,20,38,24,12,12,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB15,Stembureau De Hulstkampen,7711 JE,765,1423,0,17,42,70,41,63,110,150,39,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB16,Stembureau Kulturhus De Spil,7711 KK,933,1700,1,11,45,127,42,99,170,164,52,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB17,Stembureau Station Dalfsen,7722 HA,60,0,1,3,0,8,1,13,20,3,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB18,Stembureau restaurant De Barones,7722 RX,529,1145,1,4,15,107,21,48,82,101,37,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalfsen,0148,0148::SB19,Stembureau OBS Heidepark,8151 AN,614,1218,0,8,44,79,9,68,207,21,25,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB1,Stembureau Gemeentehuis,4941DX,1424,2568,16,23,129,249,,156,,19,35,105,389,165,84,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB2,Stembureau Woonzorgcentrum de Mauritsstaete,4931HV,755,1122,7,9,71,90,,53,,6,26,76,190,97,70,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB3,Stembureau RK Kerk Gertrudis,4931BP,554,1452,3,8,49,81,,85,,9,17,39,129,60,48,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB4,Stembureau De Schattelijn,4931AZ,616,1301,4,9,50,109,,65,,7,23,48,160,54,46,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB5,Stembureau kinderboerderij de Kromme Akker,4931XA,556,1723,1,6,47,76,,56,,7,11,33,161,75,42,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB6,Stembureau locatie Dongemondcollege,4942VC,572,1700,2,7,0,126,,36,,4,20,54,234,44,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB7,Stembureau Zorgcentrum Het Hoge Veer,4941KH,928,2240,5,14,56,172,,75,,16,10,130,280,84,54,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB8,Stembureau Bibliotheek,4941GE,759,1848,4,7,60,117,,66,,9,6,90,262,62,36,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB9,Stembureau Buurthuis De Schelf,4942AW,1034,1692,2,11,77,123,,112,,16,30,80,382,62,81,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geertruidenberg,0779,0779::SB10,Stembureau Ontmoetingscentrum Raamsdonk,4944XD,906,1698,0,21,66,117,,127,,7,13,179,158,155,36,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB1,Stembureau Stembureau Stadhuis,6101 CV,1322,1700,9,44,56,86,,135,,,33,,,,,,8,825,16,11,35,3,1,13,94,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB2,Stembureau Stembureau Talenthouse Echt,6101 AT,686,1832,3,35,29,67,,55,,,17,,,,,,9,428,5,6,13,1,3,3,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB3,Stembureau Stembureau Zorgcentrum De Egthe,6101 EX,565,1469,7,29,28,31,,47,,,5,,,,,,12,372,8,4,17,4,0,2,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB4,Stembureau Stembureau Buurthuis St. Joris,6101 JX,729,1490,6,39,36,24,,63,,,11,,,,,,11,484,13,3,14,1,3,11,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB5,Stembureau Stembureau Zwembad In de Bandert,6101 LZ,436,1786,2,14,17,25,,31,,,13,,,,,,3,292,4,5,6,1,3,8,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB6,Stembureau Stembureau Fanfarezaal 'Lei van Naer',6102 CW,857,1716,5,26,40,64,,73,,,26,,,,,,6,569,7,6,12,1,0,2,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB7,Stembureau Stembureau Basisschool Patricius,6102 AS,598,1424,3,9,24,31,,64,,,9,,,,,,9,409,4,2,8,0,0,4,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB8,Stembureau Stembureau Clubgebouw Slekker Boys,6102 XR,448,824,3,12,20,33,,43,,,12,,,,,,4,298,0,4,10,1,0,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB9,Stembureau Stembureau Gemeenschapshuis 't Patronaat,6112 AL,650,1239,9,19,26,28,,51,,,22,,,,,,6,466,1,3,1,1,1,7,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB10,Stembureau Stembureau Gemeenschapshuis Oos Heem,6104 BL,629,1392,3,14,33,36,,37,,,9,,,,,,17,409,7,1,24,0,1,13,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB11,Stembureau Stembureau Gemeenschapshuis De Annendaal,6105 AT,582,1103,3,23,18,41,,61,,,13,,,,,,4,398,1,6,2,0,1,12,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB12,Stembureau Stembureau O.B.S. De Springdonk,6114 MC,566,1112,0,16,26,29,,59,,,22,,,,,,2,297,10,2,70,1,0,2,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB13,Stembureau Stembureau Zorgcentrum Vastrada,6114 HG,897,1640,11,36,36,88,,99,,,35,,,,,,10,453,16,4,102,1,0,7,43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB14,Stembureau Stembureau Sporthal Reinoudhal,6114 EA,984,2270,5,34,57,42,,91,,,33,,,,,,4,554,13,6,109,1,1,7,60,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB16,Stembureau Stembureau 't Gemood,6114 AS,483,1066,4,14,30,27,,63,,,20,,,,,,2,252,1,3,44,2,2,3,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB17,Stembureau Stembureau Gemeenschapshuis De Koppel,6114 KN,421,773,5,19,10,24,,31,,,13,,,,,,9,265,4,4,23,0,0,2,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB18,Stembureau Stembureau Gemeenschapshuis Roosteren,6116 BR,569,1140,4,5,27,22,,41,,,16,,,,,,2,375,2,2,63,0,1,0,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB19,Stembureau Stembureau Sporthal De Sjirp,6118 CP,735,1312,6,25,21,35,,149,,,14,,,,,,0,404,6,2,78,1,1,2,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echt-Susteren,1711,1711::SB20,Stembureau Stembureau Gemeenschapshuis Nieuwstadt,6118 CB,783,1409,3,14,15,28,,182,,,27,,,,,,4,413,4,0,75,3,1,2,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB1,Stembureau Stembureau Stadhuis,8011 PK,1277,1836,2,46,34,333,16,387,86,121,192,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB2,Stembureau Stembureau Kantine tennisvereniging ZLTB,8019 AN,1124,1912,2,33,47,304,13,278,58,154,151,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB3,Stembureau Stembureau Woonzorgcentrum De Nieuwe Haven,8011 AS,651,1997,2,20,45,120,8,183,50,85,92,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB4,Stembureau Stembureau Stadkamer Centrum,8011 CV,982,1661,3,22,32,185,15,323,44,153,165,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB5,Stembureau Stembureau Wijkcentrum De Enk,8012 VA,1243,1761,2,45,45,166,11,471,91,187,192,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB6,Stembureau Stembureau Het Mozaïek locatie De Mozadance,8012 DJ,728,1381,1,26,32,84,8,257,56,118,102,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB7,Stembureau Stembureau Huis Assendorp (vh Molenhof),8012 EJ,716,1356,2,27,51,104,5,224,63,97,109,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB8,Stembureau Stembureau De Twijn SO,8013 TV,804,1757,1,30,61,80,22,289,87,108,96,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB9,Stembureau Stembureau School De Vlieger 2,8043 RL,547,1169,3,21,22,192,3,101,21,92,68,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB10,Stembureau Stembureau School Aquamarijn,8021 AG,806,1681,3,39,43,152,10,239,49,138,98,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB11,Stembureau Stembureau Historisch Centrum Overijssel,8021 WX,777,1595,5,30,49,107,15,239,65,111,130,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB12,Stembureau Stembureau Woonzorgcentrum De Esdoorn,8021 WB,683,1726,4,35,59,98,18,173,88,96,88,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB13,Stembureau Stembureau Kerk De Fontein,8043 NX,1063,1562,2,23,73,178,29,231,77,256,120,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB14,Stembureau Stembureau Woonzorgcentrum Fermate,8031 EM,730,1491,2,25,64,135,16,175,46,128,107,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB15,Stembureau Stembureau Wijkcentrum Holtenbroek,8031 HL,1012,1559,3,39,66,111,18,300,97,189,139,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB16,Stembureau Stembureau Scholengem. van der Capellen,8031 XM,533,1664,5,25,53,62,11,130,66,95,72,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB17,Stembureau Stembureau Woonzorgcentrum De Havezate,8031 MK,604,1701,9,14,62,86,19,129,49,110,77,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB18,Stembureau Stembureau Gymnasium Celeanum,8032 EM,571,1759,1,16,46,89,12,164,43,77,82,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB19,Stembureau Stembureau De Hoeksteen,8032 PB,984,1451,8,17,96,142,26,261,60,157,144,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB20,Stembureau Stembureau School De Werkschuit,8032 TK,1090,1602,4,22,80,149,19,325,85,152,162,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB21,Stembureau Stembureau School De Wieden,8033 CS,964,1400,0,2,76,96,13,354,72,149,124,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB22,Stembureau Stembureau Sionskerk,8033 BA,684,1254,3,6,55,68,8,224,48,96,104,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB23,Stembureau Stembureau Woonzorgcentrum Rivierenhof,8032 HX,918,1459,6,47,63,130,7,282,88,115,128,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB24,Stembureau Stembureau School Het Stroomdal,8032 CG,809,1803,1,25,104,109,18,190,69,137,117,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB25,Stembureau Stembureau Dienstencentrum De Terp,8022 BG,728,1388,10,38,50,120,24,169,66,128,92,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB26,Stembureau Stembureau Geb. Muz. Ver. De Bazuin,8022 RK,550,1411,1,17,41,63,13,153,53,113,71,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB27,Stembureau Stembureau School De Oosterenk,8023 DJ,1053,1281,2,21,23,217,13,339,66,128,159,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB28,Stembureau Stembureau Wijkcentrum Bestevaer,8023 TP,715,1243,2,20,47,94,12,230,53,113,118,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB29,Stembureau Stembureau Sportservice Zwolle,8023 BL,781,1162,6,23,37,195,3,213,55,91,104,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB30,Stembureau Stembureau Sportcampus De Pelikaan,8034 PK,649,1041,1,14,28,153,75,86,28,88,82,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB31,Stembureau Stembureau Woonzorgcentrum Berkumstede,8024 CS,1060,1587,6,25,82,161,25,232,58,209,93,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB32,Stembureau Stembureau Wijkcentrum De Weijenbelt,8024 BZ,1227,1682,2,17,90,247,23,248,67,177,151,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB33,Stembureau Stembureau Kulturhus Wijthmen,8026 PS,522,962,3,6,28,73,16,75,31,53,40,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB34,Stembureau Stembureau Woonzorgcentrum Westenhage,8042 AD,913,1920,5,12,83,115,31,174,71,183,104,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB35,"Stembureau Stembureau vrije school ""Ridder Jorisschool""",8042 HM,978,1513,3,19,90,125,23,217,64,170,140,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB36,Stembureau Stembureau School De Schatkamer,8043 VL,958,1887,3,16,37,247,14,264,63,133,109,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB37,Stembureau Stembureau Wijkcentrum S.I.O.,8014 AZ,1278,1699,5,21,90,204,40,360,73,240,136,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB38,Stembureau Stembureau School De Wingerd,8014 GM,1021,1715,4,27,57,127,15,316,74,177,142,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB39,Stembureau Stembureau Gymzaal De Marshof,8014 LA,719,1259,3,10,57,102,10,189,49,148,95,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB40,Stembureau Stembureau Gymzaal in de Marshof,8014 LA,727,1342,5,6,39,94,10,187,59,154,121,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB41,Stembureau Stembureau Dorpshuis De Molenkamp,8015 PM,358,522,0,5,25,60,5,93,24,59,32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB42,Stembureau Stembureau School IJsselhof,8014 BK,888,1572,3,20,74,144,17,254,67,163,89,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB43,Stembureau Stembureau Windesheim Hogeschool,8017 CA,911,1431,3,32,31,145,12,286,57,139,136,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB44,Stembureau Stembureau School De Ark,8016 AX,1083,1617,1,22,72,204,15,294,69,173,152,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB45,Stembureau Stembureau Koningskerk,8016 ET,783,1483,1,12,69,106,24,219,42,147,106,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB46,Stembureau Stembureau School De Ichthus,8017 AZ,1089,1762,5,34,44,196,7,283,57,190,155,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB47,Stembureau Stembureau Woonzorgcentrum De Kievitsbloem,8014 XP,995,1701,7,12,121,124,26,255,79,140,126,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB48,Stembureau Stembureau IJsselheem locatie Werkeren,8043 LK,986,1841,8,32,80,174,19,263,81,154,112,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB49,Stembureau Stembureau School De Krullevaar,8043 EA,674,1605,2,18,52,122,28,159,50,104,84,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB50,Stembureau Stembureau Ontmoetingsruimte BVI,8015 BX,787,1730,3,10,53,133,7,205,64,150,86,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB51,Stembureau Stembureau School De Phoenix,8017 PA,1038,1567,1,21,72,182,21,352,58,113,132,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB52,Stembureau Stembureau IJsselbolder,8016 BE,868,1468,3,8,55,137,9,260,43,130,117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB53,Stembureau Stembureau Al Amana basisschool,8043 EA,960,1682,4,27,66,178,15,237,86,159,131,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB54,Stembureau Stembureau ArtEZ Conservatorium,8011 VD,806,1777,3,35,25,168,11,231,62,76,170,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB55,Stembureau Stembureau Stadskantoor,8017 JZ,923,1036,3,33,54,171,15,287,50,111,147,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB56,Stembureau Stembureau Woonzorgcentrum Het Zonnehuis,8043 WB,998,1798,2,21,50,237,30,246,78,200,65,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB57,Stembureau Stembureau School Hilal,8031 VA,370,1559,8,7,26,37,8,104,43,81,43,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB58,Stembureau Stembureau Geb. IJsvereniging WVF,8042 GC,754,1504,0,16,38,113,16,174,41,168,97,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB59,Stembureau Stembureau Gymzaal van Het Mozaïek,8012 XG,832,1376,2,14,44,120,8,297,55,126,119,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwolle,0193,0193::SB60,Stembureau Stembureau Milligers,8043 ND,765,1377,3,25,61,163,22,174,51,112,107,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
