,articlecode,category,heading,href,price,quality,swatches
0,0714825005,ladies_jumpsuits_short,Katoenen jumpsuit,/nl_nl/productpage.0714825005.html,24.99,,['Kakigroen']
1,0752512007,ladies_trousers_flare,Wijde broek,/nl_nl/productpage.0752512007.html,19.99,,['Donkergeel/dessin']
2,0760975005,ladies_shirtsblouses_blouses,Blouse met geknoopt detail,/nl_nl/productpage.0760975005.html,19.99,,['Donkerbeige/luipaarddessin']
3,0790096001,ladies_tops_shortsleeve,Top met turtleneck,/nl_nl/productpage.0790096001.html,9.99,,['Zwart']
4,0752516006,ladies_trousers_slim,Paperbagbroek van linnenmix,/nl_nl/productpage.0752516006.html,24.99,,['Zwart/zebradessin']
5,0754374007,ladies_tops_vests,Ribgebreide singlet,/nl_nl/productpage.0754374007.html,9.99,,['Wit']
6,0760975001,ladies_shirtsblouses_blouses,Blouse met geknoopt detail,/nl_nl/productpage.0760975001.html,19.99,,['Lichtbeige/zebradessin']
7,0752512006,ladies_trousers_flare,Wijde broek,/nl_nl/productpage.0752512006.html,19.99,,['Zwart']
8,0756130001,ladies_dresses_mididresses,Twill jurk met knoopsluiting,/nl_nl/productpage.0756130001.html,29.99,,['Wit']
9,0754374003,ladies_tops_vests,Ribgebreide singlet,/nl_nl/productpage.0754374003.html,9.99,,['Lichtbeige']
10,0751530002,ladies_shorts,Short - High waist,/nl_nl/productpage.0751530002.html,17.99,,['Lichtbruin']
11,0714825002,ladies_jumpsuits_short,Katoenen jumpsuit,/nl_nl/productpage.0714825002.html,24.99,,['Beige']
12,0750980001,ladies_jumpsuits_short,Jumpsuit van lyocell,/nl_nl/productpage.0750980001.html,34.99,,['Licht denimblauw']
13,0775311002,ladies_tops_bodys,Tricot body,/nl_nl/productpage.0775311002.html,14.99,,['Beige/luipaarddessin']
14,0760975006,ladies_shirtsblouses_blouses,Blouse met geknoopt detail,/nl_nl/productpage.0760975006.html,19.99,,['Wit']
15,0790096002,ladies_tops_shortsleeve,Top met turtleneck,/nl_nl/productpage.0790096002.html,9.99,,['Wit']
16,0739144007,ladies_shorts,Wijde short,/nl_nl/productpage.0739144007.html,9.99,,['Lichtbeige/zebradessin']
17,0754374001,ladies_tops_vests,Ribgebreide singlet,/nl_nl/productpage.0754374001.html,9.99,,['Zwart']
18,0739144012,ladies_shorts,Wijde short,/nl_nl/productpage.0739144012.html,9.99,,['Donkerbeige/luipaarddessin']
19,0751530003,ladies_shorts,Short - High waist,/nl_nl/productpage.0751530003.html,17.99,,['Lichtbeige gemêleerd']
20,0780852004,ladies_jumpsuits_short,Mouwloze jumpsuit,/nl_nl/productpage.0780852004.html,14.99,,['Donkerbeige/luipaarddessin']
21,0733027005,ladies_tops_shortsleeve,Top met geknoopt detail,/nl_nl/productpage.0733027005.html,7.99,,['Donkerbeige/luipaarddessin']
22,0740943001,ladies_dresses_shortdresses,Jurk met knoopsluiting,/nl_nl/productpage.0740943001.html,9.99,,['Donkerbeige/luipaarddessin']
23,0783552002,ladies_jumpsuits_short,Jumpsuit met volantrandje,/nl_nl/productpage.0783552002.html,19.99,,['Zwart/witte stippen']
24,0740943003,ladies_dresses_shortdresses,Jurk met knoopsluiting,/nl_nl/productpage.0740943003.html,9.99,,['Zwart']
25,0779333004,ladies_trousers_culottes,Cropped pull-on broek,/nl_nl/productpage.0779333004.html,17.99,,['Bruin/luipaarddessin']
26,0768759001,ladies_tops_vests,Linnen tanktop,/nl_nl/productpage.0768759001.html,12.99,PREMIUM QUALITY,['Zwart']
27,0790096003,ladies_tops_shortsleeve,Top met turtleneck,/nl_nl/productpage.0790096003.html,9.99,,['Donkerbeige']
28,0775482004,ladies_dresses_maxidresses,Maxi-jurk met volant,/nl_nl/productpage.0775482004.html,19.99,,['Zwart/zebradessin']
29,0707743007,ladies_shirtsblouses_blouses,Crinkleblouse,/nl_nl/productpage.0707743007.html,14.99,,['Zwart/zebradessin']
30,0762630006,ladies_dresses_mididresses,Kaftanjurk,/nl_nl/productpage.0762630006.html,29.99,,['Zwart/zebradessin']
31,0743594003,ladies_dresses_shortdresses,Jurk van linnenmix,/nl_nl/productpage.0743594003.html,29.99,,['Wit']
32,0712846004,ladies_dresses_mididresses,Kaftanjurk,/nl_nl/productpage.0712846004.html,29.99,,['Zwart']
33,0775328008,ladies_tops_bodys,Tricot body,/nl_nl/productpage.0775328008.html,9.99,,['Zwart']
34,0775482001,ladies_dresses_maxidresses,Maxi-jurk met volant,/nl_nl/productpage.0775482001.html,19.99,,['Donkergeel/bladdessin']
35,0744893006,ladies_dresses_mididresses,Jurk met knoopsluiting,/nl_nl/productpage.0744893006.html,29.99,,['Zwart/zebradessin']
36,0781135001,ladies_jeans_flare,Wide High Ankle Jeans,/nl_nl/productpage.0781135001.html,29.99,,['Zwart']
37,0752516002,ladies_trousers_slim,Paperbagbroek van linnenmix,/nl_nl/productpage.0752516002.html,24.99,,['Wit']
38,0751530001,ladies_shorts,Short - High waist,/nl_nl/productpage.0751530001.html,17.99,,['Zwart']
39,0697091002,ladies_shorts,Paperbagshort,/nl_nl/productpage.0697091002.html,19.99,,['Zwart']
40,0768759004,ladies_tops_vests,Linnen tanktop,/nl_nl/productpage.0768759004.html,12.99,PREMIUM QUALITY,['Oranje']
41,0798820005,ladies_dresses_shortdresses,Overslagjurk,/nl_nl/productpage.0798820005.html,14.99,,['Lichtgeel/bloemen']
42,0756185001,ladies_tops_shortsleeve,Top met rugdecolleté,/nl_nl/productpage.0756185001.html,9.99,,['Oranje']
43,0775328001,ladies_tops_bodys,Tricot body,/nl_nl/productpage.0775328001.html,9.99,,['Zwart/zebradessin']
44,0399256005,ladies_jeans_skinny,Skinny Regular Ankle Jeans,/nl_nl/productpage.0399256005.html,9.99,,['Wit']
45,0752514008,ladies_trousers_flare,Enkellange broek,/nl_nl/productpage.0752514008.html,19.99,,['Zwart']
46,0738881001,ladies_knitwear_tops,Gebreide top,/nl_nl/productpage.0738881001.html,9.99,,['Geel']
47,0752512008,ladies_trousers_flare,Wijde broek,/nl_nl/productpage.0752512008.html,19.99,,['Zwart/zebradessin']
48,0740943002,ladies_dresses_shortdresses,Jurk met knoopsluiting,/nl_nl/productpage.0740943002.html,9.99,,['Beige/wit gestreept']
49,0733267005,ladies_shorts,Short van linnenmix,/nl_nl/productpage.0733267005.html,19.99,,['Lichtbeige']
50,0708459011,ladies_tops_shortsleeve,Top met volantmouwen,/nl_nl/productpage.0708459011.html,9.99,,['Donkergeel/bladdessin']
51,0581153009,ladies_shoes_sandals_espandrillos,Espadrilles,/nl_nl/productpage.0581153009.html,14.99,,['Wit']
52,0733027002,ladies_tops_shortsleeve,Top met geknoopt detail,/nl_nl/productpage.0733027002.html,7.99,,['Zwart/zebradessin']
53,0715474004,ladies_skirts_shortskirts,Paperbagrok,/nl_nl/productpage.0715474004.html,24.99,,['Wit']
54,0745475010,ladies_dresses_shortdresses,Jurk met V-hals,/nl_nl/productpage.0745475010.html,19.99,,['Lichtbeige/zebradessin']
55,0733027006,ladies_tops_shortsleeve,Top met geknoopt detail,/nl_nl/productpage.0733027006.html,7.99,,['Wit']
56,0721320013,ladies_dresses_shortdresses,A-linejurk,/nl_nl/productpage.0721320013.html,9.99,,['Donkergeel/bladdessin']
57,0767153001,ladies_bags_shopperstotes,Shopper van papierstro,/nl_nl/productpage.0767153001.html,19.99,,['Beige/stro']
58,0751530004,ladies_shorts,Short - High waist,/nl_nl/productpage.0751530004.html,17.99,,['Roomwit']
59,0775328004,ladies_tops_bodys,Tricot body,/nl_nl/productpage.0775328004.html,9.99,,['Donkergeel/bladdessin']
60,0752553001,ladies_accessories_hatsscarvesgloves_hats,Zonneklep,/nl_nl/productpage.0752553001.html,12.99,,['Lichtbeige/wit']
61,0708459009,ladies_tops_shortsleeve,Top met volantmouwen,/nl_nl/productpage.0708459009.html,9.99,,['Lichtbeige/zebradessin']
62,0752514007,ladies_trousers_flare,Enkellange broek,/nl_nl/productpage.0752514007.html,19.99,,['Donkerbruin']
63,0762188001,ladies_tops_vests,Straptop met drawstring,/nl_nl/productpage.0762188001.html,14.99,,['Donkerbeige/luipaarddessin']
64,0771596001,ladies_skirts_midiskirts,Rok van linnenmix,/nl_nl/productpage.0771596001.html,34.99,,['Donkergeel/bladdessin']
65,0773799001,ladies_dresses_mididresses,Zijden jurk,/nl_nl/productpage.0773799001.html,99.00,PREMIUM QUALITY,['Roestbruin']
66,0761343002,ladies_tops_bodys,Geribde body,/nl_nl/productpage.0761343002.html,14.99,,['Lichtgeel']
67,0738881003,ladies_knitwear_tops,Gebreide top,/nl_nl/productpage.0738881003.html,9.99,,['Wit']
68,0733656003,ladies_shoes_sandals_espandrillos,Leren sandalen,/nl_nl/productpage.0733656003.html,39.99,PREMIUM QUALITY,['Bruin']
69,0784205002,ladies_accessories_hatsscarvesgloves_scarves,Sjaal met dessin,/nl_nl/productpage.0784205002.html,7.99,,['Lichtbeige/dessin']
70,0756945001,ladies_tops_vests,Gesmokte top met volantrandjes,/nl_nl/productpage.0756945001.html,14.99,,['Zwart']
71,0747197002,ladies_jumpsuits_short,Korte mouwloze jumpsuit,/nl_nl/productpage.0747197002.html,14.99,,['Lichtgeel/bladdessin']
72,0744918002,ladies_dresses_shortdresses,Halterjurk,/nl_nl/productpage.0744918002.html,9.99,,['Geel']
73,0803378003,ladies_dresses_shortdresses,Bodyconjurk,/nl_nl/productpage.0803378003.html,14.99,,['Donkerbeige/luipaarddessin']
74,0743214008,ladies_shirtsblouses_blouses,Off-the-shoulderblouse,/nl_nl/productpage.0743214008.html,14.99,,['Geel']
75,0562245001,ladies_jeans_skinny,Superstretchbroek - Skinny Fit,/nl_nl/productpage.0562245001.html,19.99,,['Zwart']
76,0732103004,ladies_jumpsuits_short,Korte off-the-shoulderjumpsuit,/nl_nl/productpage.0732103004.html,19.99,,['Donkerblauw/witte stippen']
77,0765080001,ladies_skirts_midiskirts,Geribde kokerrok,/nl_nl/productpage.0765080001.html,24.99,,['Bruin']
78,0734316001,ladies_skirts_midiskirts,Midirok,/nl_nl/productpage.0734316001.html,29.99,,['Roestbruin']
79,0742083005,ladies_dresses_shortdresses,Jurk met knoopsluiting,/nl_nl/productpage.0742083005.html,14.99,,['Wit']
80,0772898001,ladies_dresses_shortdresses,Jurk met geknoopt detail,/nl_nl/productpage.0772898001.html,19.99,,['Wit/blauw gestreept']
81,0772899001,ladies_dresses_shortdresses,Bodyconjurk,/nl_nl/productpage.0772899001.html,14.99,,['Zwart']
82,0714803006,ladies_dresses_shortdresses,Jurk met V-hals,/nl_nl/productpage.0714803006.html,24.99,,['Geel']
83,0745219001,ladies_tops_vests,Straptop van crinklekwaliteit,/nl_nl/productpage.0745219001.html,12.99,,['Wit']
84,0772794001,ladies_dresses_mididresses,Overhemdjurk met dessin,/nl_nl/productpage.0772794001.html,29.99,,['Donkerblauw/paisleydessin']
85,0745477004,ladies_dresses_shortdresses,Korte jurk,/nl_nl/productpage.0745477004.html,19.99,,['Gebroken wit/paisleydessin']
86,0780852002,ladies_jumpsuits_short,Mouwloze jumpsuit,/nl_nl/productpage.0780852002.html,14.99,,['Donkerblauw/paisleydessin']
87,0745477002,ladies_dresses_shortdresses,Korte jurk,/nl_nl/productpage.0745477002.html,19.99,,['Donkerblauw/paisleydessin']
88,0752471004,ladies_dresses_mididresses,Jurk van crinklekwaliteit,/nl_nl/productpage.0752471004.html,29.99,,['Zwart']
89,0589599001,ladies_swimwear_bikinitops,Balconettebikinitop,/nl_nl/productpage.0589599001.html,14.99,,['Zwart']
90,0707743006,ladies_shirtsblouses_blouses,Crinkleblouse,/nl_nl/productpage.0707743006.html,14.99,,['Wit/blauw gestreept']
91,0715343006,ladies_swimwear_swimsuits,Badpak met golvende randjes,/nl_nl/productpage.0715343006.html,24.99,,['Lichtbruin']
92,0696209002,ladies_trousers_flare,Cropped pull-on broek,/nl_nl/productpage.0696209002.html,14.99,,['Donkerblauw']
93,0752477003,ladies_shirtsblouses_blouses,Blouse met halsboordje,/nl_nl/productpage.0752477003.html,24.99,,['Wit']
94,0772898002,ladies_dresses_shortdresses,Jurk met geknoopt detail,/nl_nl/productpage.0772898002.html,19.99,,['Zwart']
95,0751870006,ladies_trousers_flare,Wijde broek met dessin,/nl_nl/productpage.0751870006.html,39.99,,['Donkergeel/paisleydessin']
96,0681182004,ladies_dresses_shortdresses,Jurk met geknoopt detail,/nl_nl/productpage.0681182004.html,14.99,,['Donkerblauw/wit gestreept']
97,0742978001,ladies_swimwear_swimsuits,Badpak met V-decolleté,/nl_nl/productpage.0742978001.html,24.99,,['Donkerblauw/paisleydessin']
98,0762247001,ladies_blazerswaistcoats_blazers,Blazer van linnenmix,/nl_nl/productpage.0762247001.html,39.99,,['Lichtbeige']
99,0772794003,ladies_dresses_mididresses,Overhemdjurk met dessin,/nl_nl/productpage.0772794003.html,29.99,,['Wit/blauw gestreept']
100,0708471001,ladies_tops_shortsleeve,Linnen top met strikmouwen,/nl_nl/productpage.0708471001.html,14.99,PREMIUM QUALITY,['Wit']
101,0772899002,ladies_dresses_shortdresses,Bodyconjurk,/nl_nl/productpage.0772899002.html,14.99,,['Donkeroranje']
102,0718767001,ladies_shorts,Short van linnenmix,/nl_nl/productpage.0718767001.html,29.99,,['Wit']
103,0755226001,ladies_knitwear_tops,Ribgebreide top,/nl_nl/productpage.0755226001.html,19.99,,['Bruin']
104,0748032001,ladies_swimwear_beachwear,Strandkaftan met dessin,/nl_nl/productpage.0748032001.html,39.99,,['Roomwit/geel dessin']
105,0696209005,ladies_trousers_flare,Cropped pull-on broek,/nl_nl/productpage.0696209005.html,14.99,,['Oker']
106,0778075001,ladies_skirts_longskirts,Rok met dessin,/nl_nl/productpage.0778075001.html,29.99,,['Wit/paisleydessin']
107,0745477001,ladies_dresses_shortdresses,Korte jurk,/nl_nl/productpage.0745477001.html,19.99,,['Lichtbeige/paisleydessin']
108,0708516001,ladies_tops_croppedtops,Gesmokte off-the-shouldertop,/nl_nl/productpage.0708516001.html,12.99,,['Wit']
109,0744491001,ladies_shirtsblouses_blouses,Blouse met broderie anglaise,/nl_nl/productpage.0744491001.html,29.99,,['Wit']
110,0751870005,ladies_trousers_flare,Wijde broek met dessin,/nl_nl/productpage.0751870005.html,39.99,,['Donkerblauw/paisleydessin']
111,0606800004,ladies_dresses_maxidresses,Maxi-jurk met plissérok,/nl_nl/productpage.0606800004.html,79.99,,['Lichtblauw']
112,0734345001,ladies_shorts,Wijde short van viscosemix,/nl_nl/productpage.0734345001.html,24.99,,['Oranje']
113,0723201001,ladies_shirtsblouses_blouses,Blouse met V-hals,/nl_nl/productpage.0723201001.html,9.99,,['Roomwit']
114,0792480001,ladies_skirts_midiskirts,Plooirok,/nl_nl/productpage.0792480001.html,29.99,,['Geel']
115,0718942003,ladies_jumpsuits_long,Jumpsuit met smokwerk,/nl_nl/productpage.0718942003.html,39.99,,['Donkerblauw/paisleydessin']
116,0730566007,ladies_trousers_culottes,Wijde broek,/nl_nl/productpage.0730566007.html,34.99,,['Wit']
117,0777706001,ladies_tops_croppedtops,Korte haltertop,/nl_nl/productpage.0777706001.html,14.99,,['Lichtbeige']
118,0737137007,ladies_shirtblouses_offshoulderblouses,Off-the-shoulderblouse,/nl_nl/productpage.0737137007.html,19.99,,['Oker']
119,0759633001,ladies_plus_shirtsblouses,H&M+ Blouse met lange mouwen,/nl_nl/productpage.0759633001.html,24.99,,['Donkerblauw/paisleydessin']
120,0742084001,ladies_jumpsuits_short,Korte jumpsuit met knopen,/nl_nl/productpage.0742084001.html,19.99,,['Wit']
121,0772898005,ladies_dresses_shortdresses,Jurk met geknoopt detail,/nl_nl/productpage.0772898005.html,19.99,,['Blauw/paisleydessin']
122,0785444001,ladies_trousers_flare,Wijde pull-on broek,/nl_nl/productpage.0785444001.html,19.99,,['Roomwit/blauw gestreept']
123,0737137003,ladies_shirtblouses_offshoulderblouses,Off-the-shoulderblouse,/nl_nl/productpage.0737137003.html,19.99,,['Wit']
124,0778168002,ladies_blazerswaistcoats_kimono,Knielange kimono,/nl_nl/productpage.0778168002.html,39.99,,['Donkergeel/dessin']
125,0773448001,ladies_shirtsblouses_blouses,Blouse met dessin,/nl_nl/productpage.0773448001.html,24.99,,['Donkerblauw/paisleydessin']
126,0516000001,ladies_tops_longsleeve,Tricot top met lange mouwen,/nl_nl/productpage.0516000001.html,9.99,,['Wit']
127,0606800001,ladies_dresses_maxidresses,Maxi-jurk met plissérok,/nl_nl/productpage.0606800001.html,79.99,,['Donkerblauw']
128,0736970001,ladies_bags_shopperstotes,Shopper van papierstro,/nl_nl/productpage.0736970001.html,22.99,,['Lichtbeige']
129,0652367004,ladies_shirtsblouses_blouses,Blouse met V-hals en volant,/nl_nl/productpage.0652367004.html,19.99,,['Wit']
130,0689412008,ladies_shirtsblouses_blouses,Blouse met V-hals,/nl_nl/productpage.0689412008.html,14.99,,['Donkerblauw/wit gestreept']
131,0576775001,ladies_trousers_joggers,Linnen joggers,/nl_nl/productpage.0576775001.html,29.99,PREMIUM QUALITY,['Donkerblauw']
132,0652367002,ladies_shirtsblouses_blouses,Blouse met V-hals en volant,/nl_nl/productpage.0652367002.html,19.99,,['Lichtpaars']
133,0559607002,ladies_swimwear_bikinisets_tops,Push-up bikinitop,/nl_nl/productpage.0559607002.html,17.99,,['Zwart']
134,0787559001,ladies_skirts_shortskirts,Korte rok,/nl_nl/productpage.0787559001.html,19.99,,['Donkerblauw/paisleydessin']
135,0737137005,ladies_shirtblouses_offshoulderblouses,Off-the-shoulderblouse,/nl_nl/productpage.0737137005.html,19.99,,['Gebroken wit/gestreept']
136,0723371001,ladies_shirtblouses_offshoulderblouses,Off-the-shoulderblouse,/nl_nl/productpage.0723371001.html,17.99,,['Wit']
137,0768486008,ladies_bags_shopperstotes,Shopper van papierstro,/nl_nl/productpage.0768486008.html,24.99,,['Beige']
138,0652367003,ladies_shirtsblouses_blouses,Blouse met V-hals en volant,/nl_nl/productpage.0652367003.html,19.99,,['Lichtroze']
139,0568573001,ladies_swimwear_bikinisets_tops,Bikinitop,/nl_nl/productpage.0568573001.html,17.99,,['Zwart']
140,0652367001,ladies_shirtsblouses_blouses,Blouse met V-hals en volant,/nl_nl/productpage.0652367001.html,19.99,,['Zwart']
141,0568575001,ladies_swimwear_bikinisets_bottoms,Cheeky bikinislip,/nl_nl/productpage.0568575001.html,12.99,,['Zwart']
142,0763529001,ladies_accessories_jewellery_necklaces,Halsketting met hanger,/nl_nl/productpage.0763529001.html,3.99,,['Goudkleurig']
143,0758084002,ladies_swimwear_swimsuits,Badpak met ceintuur,/nl_nl/productpage.0758084002.html,34.99,,['Lichtbeige/Love']
144,0758049001,ladies_swimwear_bikinisets_tops,Padded triangelbikinitop,/nl_nl/productpage.0758049001.html,17.99,,['Lichtbeige/Love']
145,0758050001,ladies_swimwear_bikinisets_bottoms,Cheeky bikinitanga,/nl_nl/productpage.0758050001.html,14.99,,['Lichtbeige/Love']
146,0772864001,ladies_swimwear_swimsuits,Badpak met ceintuur,/nl_nl/productpage.0772864001.html,39.99,,['Licht kakigroen/luipaarddessin']
147,0758126002,ladies_accessories_bags_shoppertotes,Strandtas met dessin,/nl_nl/productpage.0758126002.html,19.99,,['Lichtbeige/Love Stories']
148,0758088002,ladies_swimwear_bikinisets_tops,Bandeaubikinitop,/nl_nl/productpage.0758088002.html,24.99,,['Lichtroze/luipaarddessin']
149,0758138002,ladies_swimwear_swimsuits,Off-the-shoulderbadpak,/nl_nl/productpage.0758138002.html,39.99,,['Poederroze/luipaarddessin']
150,0758064001,ladies_swimwear_bikinisets_tops,Padded triangelbikinitop,/nl_nl/productpage.0758064001.html,19.99,,['Kakigroen/luipaarddessin']
151,0758040001,ladies_swimwear_bikinisets_tops,Padded triangelbikinitop,/nl_nl/productpage.0758040001.html,24.99,,['Roomwit/zebradessin']
152,0758089002,ladies_swimwear_bikinisets_bottoms,Bikinislip met volants,/nl_nl/productpage.0758089002.html,17.99,,['Lichtroze/luipaarddessin']
153,0758125001,ladies_swimwear_beachwear,Katoenen sarong,/nl_nl/productpage.0758125001.html,19.99,,['Roomwit/Love']
154,0772031001,ladies_swimwear_bikinisets_tops,Velours bandeaubikinitop,/nl_nl/productpage.0772031001.html,24.99,,['Kakigroen']
155,0758153001,ladies_accessories_bags_smallbagsclutch,Heuptasje van scuba,/nl_nl/productpage.0758153001.html,24.99,,['Vintageroze']
156,0758043001,ladies_swimwear_bikinisets_bottoms,Bikinitanga,/nl_nl/productpage.0758043001.html,17.99,,['Roomwit/zebradessin']
157,0758060001,ladies_swimwear_bikinisets_bottoms,Bikinitanga met strikbandjes,/nl_nl/productpage.0758060001.html,14.99,,['Licht kakigroen/luipaarddessin']
158,0758064002,ladies_swimwear_bikinisets_tops,Padded triangelbikinitop,/nl_nl/productpage.0758064002.html,19.99,,['Roomwit/geel gestreept']
159,0758110001,ladies_swimwear_beachwear,Strandtuniek met volants,/nl_nl/productpage.0758110001.html,39.99,,['Kakigroen/luipaarddessin']
160,0758157001,ladies_accessories_other,Badlaken met franje,/nl_nl/productpage.0758157001.html,29.99,,['Vintageroze/Love']
161,0758118001,ladies_tops_printed_tshirts,Top met print,/nl_nl/productpage.0758118001.html,9.99,,['Wit/Love']
162,0758060002,ladies_swimwear_bikinisets_bottoms,Bikinitanga met strikbandjes,/nl_nl/productpage.0758060002.html,14.99,,['Poederbeige/gestreept']
163,0772032001,ladies_swimwear_bikinisets_bottoms,Cheeky bikinitanga,/nl_nl/productpage.0772032001.html,14.99,,['Kakigroen']
164,0758151001,ladies_nightwear_pyjamas,Pyjamablouse en -short,/nl_nl/productpage.0758151001.html,29.99,,['Roze/luipaarddessin']
165,0758141001,ladies_swimwear_swimsuits,Scuba badpak met lange mouwen,/nl_nl/productpage.0758141001.html,49.99,,['Vintageroze']
166,0762977001,ladies_shoes_sandals_espandrillos,Teenslippers met dessin,/nl_nl/productpage.0762977001.html,9.99,,['Lichtbeige/donkerblauw']
167,0758156001,ladies_accessories_hatsscarvesgloves_hats,Vissershoed van katoenen twill,/nl_nl/productpage.0758156001.html,17.99,,['Kakigroen/luipaarddessin']
168,0744073001,ladies_jumpsuits_short,Korte jumpsuit met volants,/nl_nl/productpage.0744073001.html,29.99,,['Zwart/zebradessin']
169,0706016001,ladies_jeans_skinny_skinnyhigh,Super Skinny High Jeans,/nl_nl/productpage.0706016001.html,19.99,,['Zwart']
170,0758808001,ladies_swimwear_bikinisets_tops,Padded triangelbikinitop,/nl_nl/productpage.0758808001.html,17.99,,['Geel/bloemen']
171,0733123004,ladies_dresses_shortdresses,Jurk met kanten biezen,/nl_nl/productpage.0733123004.html,29.99,,['Zwart']
172,0767377003,ladies_swimwear_swimsuits,Badpak met cutout,/nl_nl/productpage.0767377003.html,29.99,,['Roestbruin/witte stippen']
173,0757926001,ladies_jeans_skinny_skinnyhigh,Super Skinny High Ankle Jeans,/nl_nl/productpage.0757926001.html,39.99,,['Denimblauw']
174,0706016002,ladies_jeans_skinny_skinnyhigh,Super Skinny High Jeans,/nl_nl/productpage.0706016002.html,19.99,,['Licht denimblauw']
175,0781613002,ladies_blazerswaistcoats_blazers,Lange blazer,/nl_nl/productpage.0781613002.html,29.99,,['Roest']
176,0744072001,ladies_jumpsuits_long,Jumpsuit met dessin,/nl_nl/productpage.0744072001.html,29.99,,['Zwart/bladdessin']
177,0638039001,ladies_dresses_shortdresses,Korte overslagjurk,/nl_nl/productpage.0638039001.html,19.99,,['Zwart']
178,0790160003,ladies_shirtsblouses_tunics,Wijde tuniek met volant,/nl_nl/productpage.0790160003.html,39.99,,['Wit']
179,0756097002,ladies_jumpsuits_short,Korte jumpsuit met V-hals,/nl_nl/productpage.0756097002.html,19.99,,['Rood/luipaarddessin']
180,0741356002,ladies_shorts_jeans,Denim short,/nl_nl/productpage.0741356002.html,19.99,,['Licht denimblauw']
181,0188183001,ladies_swimwear_swimsuits,Shaping badpak,/nl_nl/productpage.0188183001.html,29.99,,['Zwart']
182,0727640004,ladies_jumpsuits_long,Jumpsuit van linnenmix,/nl_nl/productpage.0727640004.html,49.99,,['Zwart']
183,0714828002,ladies_dresses_mididresses,Overslagjurk met dessin,/nl_nl/productpage.0714828002.html,24.99,,['Zwart/witte stippen']
184,0773075005,ladies_shirtsblouses_shirts,Linnen overhemdblouse,/nl_nl/productpage.0773075005.html,24.99,PREMIUM QUALITY,['Wit']
185,0658030017,ladies_jeans_skinny,Push-up Low Jegging,/nl_nl/productpage.0658030017.html,29.99,,['Denimblauw/trashed']
186,0772946002,ladies_jacketscoats_jackets,Twill jack met dessin,/nl_nl/productpage.0772946002.html,29.99,,['Beige/luipaarddessin']
187,0796137001,ladies_tops_vests,Top met kant,/nl_nl/productpage.0796137001.html,17.99,,['Zwart']
188,0720125001,ladies_sport_bottoms_trousers,Sportlegging - Shaping waist,/nl_nl/productpage.0720125001.html,19.99,,['Zwart']
189,0772743001,ladies_jacketscoats_jackets,Blazer met strikceintuur,/nl_nl/productpage.0772743001.html,39.99,,['Lichtbeige gemêleerd']
190,0640021011,ladies_jeans_loose,Slim Mom Jeans Trashed,/nl_nl/productpage.0640021011.html,29.99,,['Lichtblauw']
191,0777099001,ladies_skirts_shortskirts,Denim rok,/nl_nl/productpage.0777099001.html,24.99,,['Licht denimblauw']
192,0401044004,ladies_dresses_shortdresses,T-shirtjurk van viscose,/nl_nl/productpage.0401044004.html,24.99,,['Zwart']
193,0699082006,ladies_swimwear_bikinitops,Balconettebikinitop,/nl_nl/productpage.0699082006.html,14.99,,['Beige/slangenleerdessin']
194,0798381003,ladies_dresses_shortdresses,Overslagjurk met volants,/nl_nl/productpage.0798381003.html,49.99,,['Wit/lichtblauw gestreept']
195,0753802004,ladies_dresses_mididresses,Jurk met V-hals,/nl_nl/productpage.0753802004.html,24.99,,['Zwart/witte stippen']
196,0690936013,ladies_trousers_joggers,Linnen joggers,/nl_nl/productpage.0690936013.html,29.99,PREMIUM QUALITY,['Lichtbeige/wit gestreept']
197,0754374002,ladies_tops_vests,Ribgebreide singlet,/nl_nl/productpage.0754374002.html,9.99,,['Oranje']
198,0714803001,ladies_dresses_shortdresses,Jurk met V-hals,/nl_nl/productpage.0714803001.html,24.99,,['Donkerblauw/stippen']
199,0399061008,ladies_jacketscoats_jackets,Denim jack,/nl_nl/productpage.0399061008.html,34.99,,['Licht denimblauw']
200,0759326003,ladies_swimwear_swimsuits,Shaping badpak,/nl_nl/productpage.0759326003.html,29.99,,['Geel']
201,0769755002,ladies_dresses_shortdresses,Overhemdjurk van linnenmix,/nl_nl/productpage.0769755002.html,39.99,,['Light beige']
202,0779546004,ladies_dresses_shortdresses,Jurk met volant,/nl_nl/productpage.0779546004.html,14.99,,['Zwart']
203,0762630001,ladies_dresses_mididresses,Kaftanjurk,/nl_nl/productpage.0762630001.html,29.99,,['Lichtbruin/luipaarddessin']
204,0733935001,ladies_swimwear_bikinisets_tops,Triangelbikinitop,/nl_nl/productpage.0733935001.html,17.99,,['Geel/bloemetjes']
205,0758278001,ladies_swimwear_swimsuits,Halterbadpak,/nl_nl/productpage.0758278001.html,29.99,,['Zwart']
206,0714824001,ladies_dresses_shortdresses,Overslagjurk met volants,/nl_nl/productpage.0714824001.html,19.99,,['Zwart/witte stippen']
207,0744072002,ladies_jumpsuits_long,Jumpsuit met dessin,/nl_nl/productpage.0744072002.html,29.99,,['Donkerbeige/luipaarddessin']
208,0656763001,ladies_shorts,Short met strikceintuur,/nl_nl/productpage.0656763001.html,14.99,,['Zwart']
209,0600886001,ladies_swimwear_bikinibottoms,Bikinislip - High waist,/nl_nl/productpage.0600886001.html,14.99,,['Zwart']
210,0754810001,ladies_skirts_shortskirts,Paperbagrok,/nl_nl/productpage.0754810001.html,19.99,,['Oudroze']
